FIRE_NAME,FIRE_SIZE,STATE,FIRE_YEAR,STAT_CAUSE_DESCR
LONE OAK,1500.0,TN,2008,Arson
PEPPER,640.0,NM,2008,Miscellaneous
SUNRISE,2005.0,NC,2008,Miscellaneous
FRYE MESA,3094.0,AZ,2008,Miscellaneous
ST. MARY'S,4505.0,VA,2008,Miscellaneous
ALAMO,5070.0,AZ,2008,Campfire
MEADOW,3876.0,AZ,2008,Equipment Use
TWENTY TWO   WFU,1255.0,AZ,2008,Lightning
X,2048.0,AZ,2008,Campfire
APACHE,769.0,CA,2008,Smoking
CORN CREEK,2269.0,UT,2008,Miscellaneous
INDIANS,81378.0,CA,2008,Campfire
WHITMIRE,4046.0,NM,2008,Miscellaneous
KERRICK,721.0,TX,2008,Lightning
THREE,4913.0,CA,2008,Lightning
JACK WOOD,8609.0,AZ,2008,Lightning
ROAD WFU,982.0,NM,2008,Lightning
BEAR CREEK,1464.0,UT,2008,Campfire
CARIBOU,13116.0,CA,2008,Lightning
BUCK,2021.0,AZ,2008,Miscellaneous
BASIN COMPLEX,162818.0,CA,2008,Lightning
REDINGTON,2000.0,AZ,2008,Lightning
COLD,5512.0,CA,2008,Lightning
TRIGO,13709.0,NM,2008,Campfire
BEAR MOUNTAIN,2494.0,AZ,2008,Lightning
BIG SPRING,5478.0,NM,2008,Lightning
OLIVER,2200.0,CA,2008,Lightning
PANTHER,44452.0,CA,2008,Lightning
DARK,10388.0,CA,2008,Lightning
GAP,9443.0,CA,2008,Miscellaneous
EAGLE,32059.0,CA,2008,Lightning
ZEIGLER,2349.0,CA,2008,Lightning
ROCKY,49092.0,NM,2008,Lightning
IRONSIDE,12720.0,CA,2008,Lightning
PETERSON,2750.0,CA,2008,Lightning
HELLS HALF SADDLE,1861.0,ID,2008,Lightning
WOOD HUMP,5311.0,ID,2008,Lightning
CASCADE,10173.0,MT,2008,Miscellaneous
RICH,6112.0,CA,2008,Railroad
ANTHONY MILNE,1779.0,CA,2008,Lightning
BARGAMIN,672.0,ID,2008,Lightning
BRIDGER,45814.0,CO,2008,Lightning
CUMARO,725.0,AZ,2008,Lightning
DISTILLERY,7950.0,AZ,2008,Lightning
MILL,3043.0,CA,2008,Lightning
VENTURE,1912.0,CA,2008,Lightning
BROWN,2405.0,ND,2008,Lightning
ELBOW,1179.0,ID,2008,Lightning
WARM SPRINGS,1112.0,ID,2008,Lightning
DIAMOND,692.0,ID,2008,Lightning
RATTLESNAKE,2520.0,ID,2008,Campfire
MINERS,24776.0,CA,2008,Lightning
RUSSIAN FLATS,743.0,MT,2008,Lightning
LIME,25199.0,CA,2008,Lightning
DEADSHOT,1069.0,CA,2008,Lightning
SLIDE,1158.0,CA,2008,Lightning
TELEPHONE,6625.0,CA,2008,Lightning
TROUGH #1,3674.0,CA,2008,Lightning
NOBLE,12856.0,CA,2008,Lightning
DEERLICK,10213.0,CA,2008,Lightning
IRON,32903.0,CA,2008,Lightning
BIG,2193.0,CA,2008,Lightning
MONKEY  ROCK,1829.0,CA,2008,Lightning
HORSE MOUNTAIN,1165.0,OR,2008,Lightning
BACK,1567.0,CA,2008,Lightning
PORCUPINE,2250.0,ID,2008,Lightning
VINEGAR,17449.0,CA,2008,Lightning
WHISKEY,7783.0,CA,2008,Miscellaneous
TUMBLE CREEK,619.0,MT,2008,Lightning
FIFE RIDGE WFU,719.0,UT,2008,Lightning
TRACY,1081.0,FL,2008,Miscellaneous
TRAVIS,957.0,CA,2008,Lightning
SILVER CREEK,680.0,CA,2008,Lightning
GULCH,2847.0,CA,2008,Equipment Use
CUB,14936.0,CA,2008,Lightning
ONION 2,4851.0,CA,2008,Lightning
ALTA,826.0,NM,2008,Lightning
LITTLE,1450.0,CA,2008,Lightning
SOUTH,1000.0,CA,2008,Lightning
CORNER CANYON,808.0,UT,2008,Miscellaneous
BONANZA,1370.0,CA,2008,Lightning
HOT AIR,8300.0,AZ,2008,Lightning
THE MILL WFU,1710.0,AZ,2008,Lightning
LANE 2,9629.0,AZ,2008,Campfire
GUNBARREL,68148.0,WY,2008,Lightning
FOAM CREEK - WFU,602.0,WA,2008,Lightning
E. SLIDE ROCK RIDGE,54545.0,NV,2008,Lightning
JACK CREEK,1132.0,WA,2008,Lightning
STEVENS CREEK,7631.9,NV,2007,Lightning
CAYUSE,1778.0,WA,2008,Debris Burning
DOME ROCK,914.0,CA,2008,Lightning
MILL HOLLOW,720.0,UT,2008,Lightning
GOVERNMENT,9164.0,CA,2008,Lightning
RATTLE,19775.0,OR,2008,Lightning
CHALK,11200.0,CA,2008,Miscellaneous
LONG BRANCH-JACK,3934.0,CA,2008,Lightning
WEST ELK,1587.0,CO,2008,Lightning
OLD 15TH,2000.0,TN,2008,Lightning
CABIN CREEK,5500.0,ID,2008,Debris Burning
CLOVER,15300.0,CA,2008,Lightning
SHINGLE MILL WFU,1381.0,WY,2008,Lightning
PIUTE,37026.0,CA,2008,Miscellaneous
GNARL RIDGE,3280.0,OR,2008,Lightning
HONEYBEE,1225.0,CA,2008,Lightning
AT&T,1675.0,TX,2008,Lightning
MILL,65834.0,CA,2008,Lightning
BLUE 2,17540.0,CA,2008,Lightning
HALF,15118.0,CA,2008,Lightning
JAKE,38394.0,CA,2008,Lightning
HAYPRESS,13654.0,CA,2008,Lightning
MERRILL,8332.0,CA,2008,Lightning
KITSON,804.0,OR,2008,Miscellaneous
LOST EDEN,1500.0,AZ,2008,Lightning
MIDDLE FORK,21125.0,OR,2008,Lightning
BOMBING RANGE,1200.0,FL,2008,Equipment Use
SCOTCHMAN,1230.0,CA,2008,Lightning
FALL,2420.0,CA,2008,Lightning
WESTVILLE,10836.0,CA,2008,Lightning
WILLOW WFU,5664.0,ID,2008,Lightning
MAREK,4824.0,CA,2008,Miscellaneous
TIMBER WFU,1646.0,ID,2008,Lightning
BUCKHORN,31419.0,CA,2008,Lightning
CAREY,3044.0,CA,2008,Lightning
CEDAR,25398.0,CA,2008,Lightning
MOTION,28336.0,CA,2008,Lightning
PIT,11496.0,CA,2008,Lightning
TEHIPITE,7456.0,CA,2008,Lightning
SOUTH BARKER,37725.0,ID,2008,Lightning
WHITE TANK,8135.0,AZ,2008,Lightning
NUEVO FIRE,1533.0,AZ,2008,Lightning
1056    WIZARD,1800.0,OR,2008,Miscellaneous
GUM BAY,10458.0,FL,2008,Miscellaneous
RUSH CREEK,1435.0,ID,2008,Lightning
WESTY,4320.0,ID,2008,Lightning
EAGLE,3852.0,AZ,2008,Miscellaneous
CAYUSE,1584.0,ID,2008,Lightning
SCOTCH,13009.0,CA,2008,Lightning
COLD SPRINGS,4728.0,WA,2008,Lightning
0792   SUMMIT SPRING,1926.0,OR,2008,Lightning
NEW FORK,15089.0,WY,2008,Campfire
MILL,4747.0,CA,2008,Lightning
SMOKEY,1324.0,CA,2008,Lightning
YELLOW,32250.0,CA,2008,Lightning
NORTH MTN,2889.0,CA,2008,Lightning
TELEGRAPH,34091.0,CA,2008,Miscellaneous
0644  OCHOCOFIREUSE,1620.0,OR,2008,Lightning
LITTLE CUBA,2738.0,VA,2008,Miscellaneous
BLACK HORSE,1550.0,VA,2008,Equipment Use
0741 BRIDGE CREEK,4891.0,OR,2008,Lightning
ELKHORN 2,6182.0,NV,2008,Miscellaneous
GROUSE,6246.0,CA,2008,Lightning
TEA,1940.0,CA,2008,Campfire
SAYRE,11222.0,CA,2008,Miscellaneous
NEWT WFU,770.0,AZ,2008,Lightning
BARRACUDA,2640.0,MS,2008,Miscellaneous
LIPSTICK,2354.0,MS,2008,Miscellaneous
MARTEEN WFU,10788.73,AZ,2008,Lightning
FREEWAY,30305.0,CA,2008,Miscellaneous
STEIN,1209.0,CA,2008,Lightning
COAL CREEK,1485.0,CO,2008,Lightning
CORRAL,12500.0,CA,2008,Lightning
ELENA,2400.0,OK,2009,Miscellaneous
002 GOVERNMENT POND,550.0,LA,2009,Arson
TURKEY FOOT,608.0,OK,2009,Arson
STONE COAL WFU,820.0,VA,2008,Lightning
JESUSITA,8733.0,CA,2009,Equipment Use
JUNIPER SPRINGS #10,10022.0,FL,2009,Campfire
PIONEER,1633.0,AZ,2009,Lightning
BRIDGE,4759.0,UT,2009,Lightning
MONTANA,2455.0,AZ,2009,Arson
VALENTINE,545.0,NM,2009,Equipment Use
HOG,16802.0,AZ,2009,Campfire
SKELETON,8591.0,NM,2009,Lightning
HORSE VALLEY,2889.0,UT,2009,Lightning
EIGHTMILE CREEK,1264.0,ID,2009,Lightning
WILLOW,9000.0,NM,2009,Lightning
WOODCHUTE,780.0,AZ,2009,Lightning
FORKS,3268.0,CA,2009,Lightning
RIM,2500.0,AZ,2009,Lightning
CANELO,4208.0,AZ,2009,Equipment Use
LOCHIEL,2660.0,AZ,2009,Miscellaneous
MILL FLAT,12607.0,UT,2009,Lightning
LAKE FORK,2121.0,UT,2009,Lightning
KELSAY BUTTE,6900.0,OR,2009,Lightning
BIG POLE,44345.0,UT,2009,Lightning
SILESIA  ASSIST,500.0,MT,2009,Equipment Use
REDSPOT,1120.0,CA,2009,Lightning
REAL,1545.0,AZ,2009,Lightning
RUBY,4106.5,AZ,2009,Lightning
TENNANT,3226.0,CA,2009,Equipment Use
BOARD,1082.0,AZ,2009,Lightning
KOOTENAI CREEK,6990.0,MT,2009,Lightning
LOAF,9356.0,CA,2009,Lightning
BROWN,1865.0,CA,2009,Lightning
FLYING V,520.0,NM,2009,Campfire
MOORE,4100.0,NM,2009,Lightning
GUTHRIE,4852.0,AZ,2009,Lightning
MORRIS,2163.0,CA,2009,Arson
DUCK LAKE,619.0,UT,2009,Lightning
GOOSE,3949.0,CA,2009,Lightning
CHALK,6923.0,CA,2009,Lightning
TWIN HOLLOW,643.0,UT,2009,Lightning
RESCUE,586.0,MT,2009,Lightning
INDIAN,619.0,AZ,2009,Lightning
ABBY,891.0,ID,2009,Lightning
BIG SHEEP RIDGE,3465.6,OR,2009,Lightning
MICROWAVE,1255.0,OR,2009,Miscellaneous
RAE,1392.0,AZ,2009,Lightning
MILLER,3160.0,AZ,2009,Lightning
ANDERSON,1238.0,AZ,2009,Lightning
WATER  WHEEL,773.0,AZ,2009,Miscellaneous
WARM SPRINGS,500.0,ID,2009,Lightning
LA BREA,91622.0,CA,2009,Miscellaneous
TURKEY,655.0,NM,2009,Lightning
SHOTGUN,900.0,CA,2009,Lightning
BRICKYARD,1351.0,FL,2009,Miscellaneous
INDEPENDENCE,1370.0,AZ,2009,Lightning
OR-MAF-149,1100.0,OR,2009,Campfire
0301 BLACKBUTTE II,711.0,OR,2009,Lightning
LAWRENCE MTN,2400.0,MT,2009,Lightning
BALD RIDGE,600.0,AZ,2009,Lightning
TIE FORK,885.0,UT,2009,Lightning
SAN MIGUEL,1635.0,NM,2009,Lightning
KNIGHT,6130.0,CA,2009,Miscellaneous
GRANITE,1417.0,CA,2009,Lightning
LION,2577.0,CA,2009,Lightning
PIPELINE,1270.0,AZ,2009,Lightning
RED ROCK,1364.0,CA,2009,Miscellaneous
TUMBLEBUG,14560.0,OR,2009,Lightning
CAROLINA BAY,2660.0,NC,2009,Lightning
LANGILLE,485.0,WA,2009,Lightning
GRAND RIVER (DEWEY),1063.0,SD,2009,Miscellaneous
RAPTOR,1922.0,AZ,2009,Lightning
WILDCAT,633.0,AZ,2009,Lightning
BRADFIELD,2400.0,CO,2009,Lightning
GUNSIGHT,3257.0,WY,2009,Miscellaneous
NARRAGUINNEP,7300.0,CO,2009,Lightning
LOST CREEK,650.0,MT,2009,Miscellaneous
GABE CREEK,1932.0,MT,2009,Lightning
NINKO,670.0,MT,2009,Lightning
TABAGUACHE CREEK,935.0,CO,2009,Lightning
SHEEP,7128.0,CA,2009,Miscellaneous
SLIDE,1150.0,ID,2009,Lightning
DURFEE,6399.0,AZ,2009,Lightning
LILY LAKE,2120.0,MT,2009,Lightning
FISH,1050.0,AZ,2009,Miscellaneous
BAKER DRAW,623.0,CO,2009,Debris Burning
FRACAS,2339.0,AZ,2009,Lightning
RED,2203.0,AZ,2009,Lightning
BIELENBURG,1950.0,MT,2009,Lightning
TABLE MOUNTAIN,5280.0,MT,2009,Lightning
WAGON DRAW,1252.0,AZ,2009,Lightning
WEIMER,4170.0,AZ,2009,Lightning
CROSS,7718.0,AZ,2009,Lightning
CROSSING,2769.0,AZ,2009,Lightning
WILDHORSE,13790.0,AZ,2009,Lightning
TWIN,908.0,AZ,2009,Miscellaneous
MILL CREEK 4,3689.0,CA,2009,Arson
BOZE,10721.0,OR,2009,Lightning
SABLE,542.0,WA,2009,Lightning
TWIN PEAKS,1200.0,WA,2009,Lightning
DISCOVERY,4132.0,WA,2009,Lightning
RAINBOW CREEK,5740.0,OR,2009,Lightning
LEMAH,750.0,WA,2009,Lightning
COOPER SPRING,1320.0,UT,2009,Lightning
GIRD END,2514.0,MT,2009,Lightning
PRESTON-FOX,1400.0,WA,2009,Debris Burning
STATION,160371.0,CA,2009,Arson
LT-17 (BACKBONE),5065.0,CA,2009,Lightning
MEASON,7055.0,NM,2009,Lightning
DIAMOND,22000.0,NM,2009,Lightning
TRIPP CANYON,525.0,WA,2009,Debris Burning
ALLIE,911.0,NM,2009,Lightning
RENO,6322.0,AZ,2009,Lightning
WILLIAMS CREEK,8395.0,OR,2009,Miscellaneous
TAYLOR,3545.0,AZ,2009,Lightning
BRADY,4000.0,AZ,2009,Lightning
NUGGET 4,1534.0,ID,2009,Debris Burning
MELENDREZ PASS,5791.0,AZ,2009,Lightning
LITTLE ALAMO,851.0,AZ,2009,Miscellaneous
COTTONWOOD,2409.0,CA,2009,Miscellaneous
BOW,2940.0,AZ,2009,Lightning
JULY 4TH COMPLEX,3084.0,AZ,2009,Lightning
TUCKER,2600.0,AZ,2009,Lightning
POINT,1295.0,AZ,2009,Lightning
BACHELOR,774.0,AZ,2009,Miscellaneous
DOMINGUEZ,2599.0,CO,2009,Lightning
OAK GLEN,4000.0,CA,2009,Arson
SOLOMON BASIN,2475.0,UT,2009,Lightning
,415.0,ID,1992,Lightning
,786.5,MT,1992,Lightning
,455.0,MT,1992,Lightning
BLANK,7379.0,MT,1992,Lightning
,270.0,MT,1992,Lightning
SCOTT,6080.0,ID,1992,Lightning
PORCUPINE CREEK,13925.0,ID,1992,Lightning
CROOKED CREEK,23654.0,ID,1992,Lightning
,281.0,ID,1992,Lightning
BITTER CREEK,2443.0,SD,1992,Miscellaneous
EDWARDS,1477.0,WY,1992,Miscellaneous
,390.0,WY,1992,Railroad
,360.7,WY,1992,Railroad
,400.0,CO,1992,Railroad
GILLESPIE,1275.0,AZ,1992,Lightning
STATE PARK,1581.0,AZ,1992,Miscellaneous
,350.0,NM,1992,Lightning
BEAVER,3150.0,NM,1992,Lightning
,300.0,NM,1992,Lightning
,450.0,NM,1992,Campfire
CREEL,29000.0,NM,1992,Lightning
GOBBLER,6000.0,NM,1992,Lightning
CUB,4000.0,NM,1992,Lightning
,450.0,NM,1992,Lightning
,400.0,NM,1992,Lightning
,400.0,NM,1992,Lightning
,900.0,NM,1992,Lightning
,350.0,NM,1992,Lightning
,300.0,NM,1992,Lightning
,475.0,AZ,1992,Miscellaneous
,270.0,AZ,1992,Lightning
FOOTHILLS,177544.0,ID,1992,Lightning
DUNNIGAN #2,12860.0,ID,1992,Arson
GROUSE CREEK,4130.0,ID,1992,Lightning
,750.0,ID,1992,Lightning
COUNTY LINE,8310.0,ID,1992,Lightning
CUB CREEK,2910.0,ID,1992,Lightning
CLIFF,435.0,WY,1992,Miscellaneous
DELL,602.0,WY,1992,Miscellaneous
,400.0,ID,1992,Lightning
,600.0,ID,1992,Lightning
,700.0,ID,1992,Lightning
TIMBER GULCH,2895.0,NV,1992,Lightning
,500.3,NV,1992,Lightning
COFFEE POT,38200.0,NV,1992,Lightning
CALIFORNIA CREEK,3600.0,NV,1992,Equipment Use
DAWLEY CREEK,2400.0,NV,1992,Lightning
,620.0,NV,1992,Lightning
CANYON,7180.0,NV,1992,Arson
WINDY RIDGE,17500.0,ID,1992,Lightning
,750.0,ID,1992,Lightning
WARM SPRINGS,6500.0,ID,1992,Lightning
,400.0,ID,1992,Miscellaneous
FRENCH CREEK,2590.0,ID,1992,Lightning
TOMATO POINT,2365.0,ID,1992,Equipment Use
PATROL/BEAR CREEK,1744.0,ID,1992,Lightning
CAMP CREEK,2110.0,ID,1992,Lightning
HORSEFLY,3340.0,ID,1992,Lightning
LAKE,1400.0,ID,1992,Lightning
,325.0,ID,1992,Lightning
PARADE,425.0,ID,1992,Lightning
TRAPPER,9500.0,ID,1992,Lightning
WELLS,304.0,ID,1992,Lightning
WILLOW,1781.0,ID,1992,Lightning
,355.0,UT,1992,Miscellaneous
,790.0,UT,1992,Children
,750.0,UT,1992,Lightning
DEVIL,1337.0,CA,1992,Equipment Use
TATE,500.0,CA,1992,Miscellaneous
YSABEL,650.0,CA,1992,Miscellaneous
WILDCAT,1095.0,CA,1992,Miscellaneous
STAR,430.0,CA,1992,Miscellaneous
LOVELAND,1550.0,CA,1992,Campfire
CLEVELAND,24580.0,CA,1992,Miscellaneous
RAINBOW,8800.0,CA,1992,Lightning
ABERDEEN,2000.0,CA,1992,Lightning
GARVEY,973.0,CA,1992,Arson
,266.0,CA,1992,Lightning
,272.0,CA,1992,Smoking
DAY,500.0,CA,1992,Equipment Use
RED ROCK,290.0,CA,1992,Equipment Use
MUDD,700.0,CA,1992,Lightning
PINAL,300.0,CA,1992,Miscellaneous
SECO,2559.0,CA,1992,Miscellaneous
CIENEGA,910.0,CA,1992,Miscellaneous
SLICKROCK,2480.0,CA,1992,Miscellaneous
MILPITAS,310.0,CA,1992,Miscellaneous
PENDOLA,430.0,CA,1992,Equipment Use
TRIANGLE,700.0,CA,1992,Lightning
TIMBER,1385.0,CA,1992,Lightning
MARTIN,1453.0,CA,1992,Arson
ROBINSON,480.0,CA,1992,Lightning
,560.0,CA,1992,Arson
CAJON,1596.0,CA,1992,Children
CACTUS,1150.0,CA,1992,Miscellaneous
BANNING,1200.0,CA,1992,Miscellaneous
,400.0,CA,1992,Arson
CALLBOX,1195.0,CA,1992,Campfire
BARKER,5050.0,CA,1992,Arson
FOUNTAIN,64000.0,CA,1992,Arson
ITALIAN,1422.0,CA,1992,Equipment Use
RUBY,3460.0,CA,1992,Smoking
GULCH,18000.0,CA,1992,Miscellaneous
,503.0,OR,1992,Lightning
HORSE BUTTE,1580.0,OR,1992,Children
,604.0,OR,1992,Debris Burning
SAGE FLAT,1095.0,OR,1992,Debris Burning
ROBINSON SPRING,10706.0,OR,1992,Lightning
FORT SPRING,3206.0,OR,1992,Miscellaneous
ONION,1039.1,OR,1992,Equipment Use
BIG GRINDER,255.0,WA,1992,Railroad
MCCAY,500.0,WA,1992,Lightning
TUCANNON,3000.0,WA,1992,Miscellaneous
,900.0,OR,1992,Lightning
PRYOR,694.0,OR,1992,Railroad
MODOC,500.0,OR,1992,Arson
LONE PINE,30809.0,OR,1992,Children
CHERRY CREEK,331.0,OR,1992,Lightning
,291.0,AL,1992,Arson
POST OFFICE BAY,7400.0,FL,1992,Arson
LIBERTY FARM,1100.0,FL,1992,Lightning
JUNIPER SPRINGS,2015.0,FL,1992,Lightning
,300.0,FL,1992,Arson
,506.0,FL,1992,Lightning
,613.0,LA,1992,Arson
,298.0,MS,1992,Arson
,629.0,MS,1992,Arson
,289.0,MS,1992,Arson
,303.0,AR,1992,Arson
GREAT LAKE,3400.0,NC,1992,Arson
LUZERNE,687.0,MI,1992,Lightning
,518.0,MO,1992,Arson
,270.0,VT,1992,Miscellaneous
CACHUMA,710.0,CA,1992,Miscellaneous
LONELY CREEK,388.0,ID,1993,Lightning
,465.0,NM,1993,Lightning
,530.0,NM,1993,Lightning
,400.0,AZ,1993,Debris Burning
,346.0,AZ,1993,Miscellaneous
,342.0,AZ,1993,Arson
,500.0,AZ,1993,Smoking
BLACKTAIL,500.0,AZ,1993,Miscellaneous
YLE,1062.0,AZ,1993,Lightning
NOON,610.0,AZ,1993,Lightning
TABLE,480.0,AZ,1993,Lightning
CSP,1274.0,AZ,1993,Miscellaneous
PIETY,4800.0,AZ,1993,Lightning
INDIAN,1326.0,NM,1993,Lightning
WHISKEY,1848.0,NM,1993,Lightning
BELL,13820.0,NM,1993,Lightning
STONE,14700.0,NM,1993,Lightning
BLACKHAWK,4200.0,NM,1993,Lightning
,370.0,NM,1993,Lightning
BRUSH,32000.0,NM,1993,Lightning
CLEAR,3200.0,NM,1993,Lightning
STRAW,11000.0,NM,1993,Lightning
IRON,6400.0,NM,1993,Lightning
,700.0,NM,1993,Lightning
,800.0,NM,1993,Lightning
,800.0,NM,1993,Lightning
CLAYTON,3200.0,NM,1993,Lightning
,846.0,NM,1993,Lightning
POINT,1762.0,AZ,1993,Campfire
,450.0,NM,1993,Lightning
BURGETT,5350.0,NM,1993,Campfire
,600.0,AZ,1993,Lightning
,400.0,AZ,1993,Lightning
FRIJOLES,2626.0,NM,1993,Lightning
QUEMADO,4300.0,NM,1993,Lightning
TRAILHEAD,500.0,AZ,1993,Equipment Use
MASSACRE,700.0,AZ,1993,Arson
SHOE,600.0,AZ,1993,Smoking
EDWARDS,3094.0,AZ,1993,Lightning
HENDERSON HILL,700.0,UT,1993,Miscellaneous
,670.0,UT,1993,Miscellaneous
QUINN CANYON,1200.0,NV,1993,Equipment Use
FLAT CANYON,1500.0,UT,1993,Debris Burning
KINNELOA,5700.0,CA,1993,Campfire
ORTEGA,21384.0,CA,1993,Miscellaneous
EAGLE,4600.0,CA,1993,Campfire
BODEN,1300.0,CA,1993,Miscellaneous
VAIL_#2,500.0,CA,1993,Arson
GUEJITO,20768.0,CA,1993,Miscellaneous
,405.0,CA,1993,Lightning
MARRE,43201.0,CA,1993,Smoking
WHEEL,1650.0,CA,1993,Arson
,307.0,CA,1993,Debris Burning
MILL CREEK,4680.0,CA,1993,Equipment Use
REPPLIER,8780.0,CA,1993,Equipment Use
,475.0,CA,1993,Miscellaneous
CHIMNEY,800.0,CA,1993,Arson
GIBBON,750.0,CA,1993,Equipment Use
POWER,517.0,CA,1993,Arson
RUSSIA,1485.0,CA,1993,Arson
SYCAMORE,500.0,CA,1993,Arson
CAVE MOUNTAIN,525.0,AL,1993,Arson
BIG MOUNTAIN,1050.0,GA,1993,Lightning
JUNIPER 34,1150.0,FL,1993,Lightning
TRAVELLERS REST,962.0,FL,1993,Lightning
BOG,377.0,LA,1993,Arson
,580.0,MS,1993,Miscellaneous
,891.0,MS,1993,Arson
GRAPHITE,450.0,NC,1993,Railroad
SURVEYORS LAVA,729.0,OR,1993,Debris Burning
SAGEBRUSH,360.0,OR,1993,Lightning
PLACER,350.0,OR,1993,Debris Burning
MEADOW CREEK,410.0,WA,1993,Miscellaneous
MARKHAM,35696.0,AZ,1993,Lightning
,485.0,CA,1993,Arson
ANN,2890.0,MT,1994,Lightning
WARD MTN,750.0,MT,1994,Miscellaneous
NICK CREEK,853.0,ID,1994,Lightning
MAGRUDER RIDGE 2,1963.0,ID,1994,Lightning
LITTLE CLEARWATER,785.0,ID,1994,Lightning
MANKATO,1381.0,WA,1994,Lightning
SIAM,1002.0,ID,1994,Lightning
SPONGE MOUNTAIN,625.0,ID,1994,Lightning
FREEZEOUT,8212.0,ID,1994,Lightning
BIG SAND,1699.0,ID,1994,Lightning
FERN CREEK,3078.0,ID,1994,Lightning
HIDDEN CREEK,1551.0,ID,1994,Lightning
EAST BEAVER,736.0,ID,1994,Lightning
CORSON COUNTY,1591.0,SD,1994,Lightning
SLIM RIDGE,1564.0,MT,1994,Lightning
DEAN RIDGE,3507.0,MT,1994,Lightning
TRILOBITE LAKES,750.0,MT,1994,Lightning
HELEN CREEK,8497.0,MT,1994,Lightning
PIVOT MOUNTAIN,1237.0,MT,1994,Lightning
LITTLE WOLF,10610.0,MT,1994,Lightning
BLACK BUTTE,12500.0,MT,1994,Lightning
SMITH CREEK,1440.0,MT,1994,Lightning
DECKARD FLATS,2200.0,MT,1994,Lightning
NORTH FORK BIG CREEK,9000.0,MT,1994,Lightning
WEBB KNOB,3500.0,MT,1994,Lightning
336,660.0,MT,1994,Lightning
HIGH ONE,1300.0,MT,1994,Lightning
TWIN MEADOWS,750.0,MT,1994,Lightning
17 MILE,1715.0,MT,1994,Smoking
ZIMMERMAN HILL,785.0,MT,1994,Lightning
UPPER FOWLER,2470.0,MT,1994,Lightning
SMITH PEAK,1522.0,ID,1994,Lightning
FISH FRY,1420.0,MT,1994,Lightning
ROBERTS,1000.0,ID,1994,Lightning
STUDEBAKER,1592.0,MT,1994,Lightning
GUNSIGHT,800.0,MT,1994,Lightning
PULPIT,2023.0,MT,1994,Lightning
SCENERY 1,3245.0,MT,1994,Lightning
SCENERY 2,1245.0,MT,1994,Lightning
SHEEP RANGE 3,5897.0,MT,1994,Lightning
LEIGH CREEK,760.0,MT,1994,Lightning
BANFIELD #2,994.0,MT,1994,Lightning
DEVIL'S CLUB #2,800.0,MT,1994,Lightning
WINDY POINT,4217.0,MT,1994,Miscellaneous
FOREST LAKE,720.0,MT,1994,Lightning
BEAVER SLOUGH,780.0,MT,1994,Lightning
ROBERTSON CREEK,765.0,MT,1994,Miscellaneous
HENRY PEAK,8203.0,MT,1994,Lightning
RAPID RIVER,3430.0,ID,1994,Lightning
RHODA POINT,1638.0,ID,1994,Lightning
LIZARD PEAK,1109.0,ID,1994,Lightning
SLIDE CREEK,744.0,ID,1994,Lightning
PETERSON-ELLIOTT,7150.0,WY,1994,Lightning
HOURGLASS,1221.0,CO,1994,Lightning
UTE CREEK,3190.0,CO,1994,Lightning
S CANYON,3294.0,AZ,1994,Lightning
PINNACLE,6000.0,NM,1994,Lightning
BULL,2000.0,NM,1994,Lightning
POT,22200.0,NM,1994,Lightning
VEGA,1000.0,NM,1994,Miscellaneous
POGUE,6060.0,NM,1994,Miscellaneous
LOST,1861.0,AZ,1994,Lightning
,750.0,AZ,1994,Lightning
RATTLESNAKE,27720.0,AZ,1994,Lightning
CLOVERDALE,2800.0,NM,1994,Lightning
MAVERICK,900.0,NM,1994,Lightning
COTTONWOOD,11809.0,AZ,1994,Lightning
HAPPY,680.0,AZ,1994,Lightning
REDINGTON,5153.0,AZ,1994,Lightning
MACK,675.0,AZ,1994,Lightning
RINCON,14590.0,AZ,1994,Lightning
BEAR,1350.0,NM,1994,Lightning
KENNEDY,650.0,NM,1994,Lightning
MULE,5500.0,NM,1994,Lightning
AEROPLANE,1700.0,NM,1994,Lightning
PIGEON,6250.0,NM,1994,Lightning
GOAT,2000.0,NM,1994,Lightning
GLASS,2000.0,NM,1994,Lightning
READING,1000.0,NM,1994,Lightning
PATOS,5133.0,NM,1994,Lightning
PONCHO,1890.0,NM,1994,Lightning
BRIDGE,4966.0,NM,1994,Lightning
ROAD,1000.0,NM,1994,Lightning
GAP,2500.0,NM,1994,Lightning
JUNIPER,2798.0,AZ,1994,Lightning
PECK,4321.0,AZ,1994,Lightning
CASTLE,4763.0,AZ,1994,Lightning
MOCKINGBIRD,1472.0,AZ,1994,Lightning
CAMP,1200.0,AZ,1994,Miscellaneous
TANGLE,1850.0,AZ,1994,Lightning
ARMOR,5760.0,AZ,1994,Lightning
BEE,2280.0,AZ,1994,Lightning
STAR GULCH,30655.0,ID,1994,Arson
NORTHFORK #1,1100.0,ID,1994,Lightning
BANNOCK CREEK,2000.0,ID,1994,Lightning
RABBIT CREEK #1,146400.0,ID,1994,Lightning
BEAR RIVER,4600.0,ID,1994,Lightning
THUNDERBOLT,13400.0,ID,1994,Lightning
ROW,1077.0,WY,1994,Lightning
BROWN CANYON,2000.0,ID,1994,Lightning
PIONEER CREEK,7848.0,ID,1994,Lightning
NORTON RIDGE,1184.0,ID,1994,Lightning
BLACK WILLOW,12031.0,UT,1994,Lightning
PRUNTY,3200.0,NV,1994,Lightning
