STATE,FIRE_YEAR,FIRE_SIZE,FIRE_SIZE_CLASS,DISCOVERY_DATE
CA,2006,0.25,A,2006-07-26
OR,2006,0.25,A,2006-07-23
WY,2006,0.25,A,2006-07-28
CA,2006,0.25,A,2006-07-27
SC,2006,0.25,A,2006-07-21
AZ,2006,0.25,A,2006-05-29
CA,2006,0.25,A,2006-08-06
CA,2006,0.25,A,2006-08-05
NM,2006,0.25,A,2006-06-24
WY,2006,0.25,A,2006-08-09
CA,2006,0.25,A,2006-06-28
AR,2006,8.5,B,2006-07-25
CA,2006,0.25,A,2006-07-15
OR,2006,0.25,A,2006-07-01
OR,2006,0.25,A,2006-07-20
CA,2006,0.25,A,2006-07-24
AZ,2006,0.25,A,2006-07-16
CO,2006,9.35,B,2006-07-02
AR,2006,92.0,C,2006-07-31
OR,2006,0.25,A,2006-07-23
MI,2006,0.25,A,2006-07-21
OR,2006,0.25,A,2006-07-23
CA,2006,0.25,A,2006-07-21
CA,2006,0.25,A,2006-08-07
OR,2006,0.25,A,2006-07-23
CA,2006,0.25,A,2006-08-08
OK,2006,8.5,B,2006-08-09
CO,2006,0.25,A,2006-06-30
CA,2006,0.25,A,2006-07-24
OR,2006,0.25,A,2006-08-07
MT,2006,0.25,A,2006-08-06
MT,2006,0.25,A,2006-08-09
SD,2006,0.25,A,2006-07-22
MT,2006,0.25,A,2006-08-10
MT,2006,0.25,A,2006-08-11
MT,2006,0.25,A,2006-08-11
MT,2006,0.25,A,2006-08-11
SD,2006,0.25,A,2006-06-26
ID,2006,0.25,A,2006-08-11
MT,2006,0.25,A,2006-08-12
MT,2006,0.25,A,2006-08-12
MT,2006,0.25,A,2006-08-13
ID,2006,0.25,A,2006-07-04
CA,2006,0.25,A,2006-08-05
CO,2006,0.25,A,2006-06-22
CA,2006,0.25,A,2006-05-02
MT,2006,0.25,A,2006-08-13
NM,2006,0.25,A,2006-07-20
NM,2006,0.25,A,2006-07-27
CA,2006,0.25,A,2006-07-07
OR,2006,0.25,A,2006-07-10
OR,2006,0.25,A,2006-07-01
OR,2006,0.25,A,2006-07-18
OR,2006,0.25,A,2006-08-08
OR,2006,0.25,A,2006-08-08
NC,2006,0.25,A,2006-04-08
MT,2006,0.25,A,2006-08-14
CA,2006,0.25,A,2006-06-14
NV,2006,0.25,A,2006-08-03
CA,2006,0.25,A,2006-08-12
CA,2006,0.25,A,2006-07-18
CA,2006,0.25,A,2006-05-16
CA,2006,0.25,A,2006-06-29
AZ,2006,0.25,A,2006-07-16
AZ,2006,0.25,A,2006-07-16
AR,2006,0.25,A,2006-08-11
MT,2006,0.25,A,2006-08-16
CA,2006,8.9,B,2006-08-07
NV,2006,293.0,D,2006-07-25
SD,2006,0.25,A,2006-08-10
MT,2006,0.25,A,2006-08-17
MT,2006,0.25,A,2006-08-18
MT,2006,0.25,A,2006-08-18
MT,2006,0.25,A,2006-08-19
MT,2006,0.25,A,2006-08-19
CA,2006,0.25,A,2006-07-25
CA,2006,0.25,A,2006-07-07
AZ,2006,0.25,A,2006-06-10
CA,2006,0.25,A,2006-08-07
CA,2006,0.25,A,2006-07-24
CA,2006,0.25,A,2006-07-24
CA,2006,0.25,A,2006-08-08
CA,2006,0.25,A,2006-08-10
CA,2006,0.25,A,2006-08-06
MT,2006,0.25,A,2006-08-10
NC,2006,0.25,A,2006-03-30
WY,2006,0.25,A,2006-08-16
SD,2006,8.6,B,2006-06-20
ID,2006,0.25,A,2006-08-08
ID,2006,0.25,A,2006-08-11
NM,2006,0.25,A,2006-07-23
ID,2006,0.25,A,2006-08-09
CA,2006,0.25,A,2006-08-07
MT,2006,0.25,A,2006-07-23
NM,2006,0.25,A,2006-07-24
AZ,2006,0.25,A,2006-06-15
CA,2006,0.25,A,2006-08-12
MT,2006,0.25,A,2006-07-03
OR,2006,0.25,A,2006-05-06
AZ,2006,0.25,A,2006-07-07
AZ,2006,0.25,A,2006-07-17
OR,2006,0.25,A,2006-07-11
AZ,2006,0.25,A,2006-07-23
AZ,2006,0.25,A,2006-07-06
AZ,2006,0.25,A,2006-07-26
OR,2006,0.25,A,2006-08-07
UT,2006,99.0,C,2006-06-12
UT,2006,98.3,C,2006-07-08
UT,2006,0.25,A,2006-07-23
UT,2006,0.25,A,2006-07-23
UT,2006,0.25,A,2006-08-17
AR,2006,0.25,A,2006-08-22
ID,2006,0.25,A,2006-08-14
MT,2006,0.25,A,2006-08-26
NM,2006,0.25,A,2006-08-02
OR,2006,0.25,A,2006-08-09
ID,2006,0.25,A,2006-08-20
CA,2006,0.25,A,2006-06-14
WA,2006,0.25,A,2006-07-03
NV,2006,9.0,B,2006-08-04
NM,2006,0.25,A,2006-06-25
AZ,2006,0.25,A,2006-08-14
MT,2006,0.25,A,2006-08-28
WA,2006,0.25,A,2006-07-31
CA,2006,0.25,A,2006-02-12
CA,2006,0.25,A,2006-07-23
CA,2006,0.25,A,2006-07-23
CA,2006,0.25,A,2006-07-24
OR,2006,0.25,A,2006-08-11
AR,2006,0.25,A,2006-08-21
CA,2006,0.25,A,2006-08-23
CA,2006,0.25,A,2006-07-08
SD,2006,0.25,A,2006-08-19
OR,2006,0.25,A,2006-08-10
ID,2006,0.25,A,2006-08-05
ID,2006,0.25,A,2006-08-17
ID,2006,0.25,A,2006-07-10
ID,2006,0.25,A,2006-05-11
ID,2006,0.25,A,2006-08-16
ID,2006,0.25,A,2006-05-18
ID,2006,0.25,A,2006-08-10
ID,2006,0.25,A,2006-08-09
MS,2006,0.25,A,2006-04-18
MS,2006,0.25,A,2006-04-24
MS,2006,9.0,B,2006-03-18
ID,2006,0.25,A,2006-08-09
ID,2006,0.25,A,2006-08-07
MT,2006,0.25,A,2006-09-04
OR,2006,0.25,A,2006-08-07
OR,2006,0.25,A,2006-08-08
ID,2006,0.25,A,2006-08-22
ID,2006,0.25,A,2006-08-07
ID,2006,0.25,A,2006-08-07
NM,2006,0.25,A,2006-07-26
ID,2006,0.25,A,2006-08-09
ID,2006,0.25,A,2006-08-10
ID,2006,0.25,A,2006-08-10
MT,2006,0.25,A,2006-09-06
MS,2006,9.0,B,2006-04-15
NM,2006,0.25,A,2006-06-26
WY,2006,0.25,A,2006-09-03
MS,2006,0.25,A,2006-05-16
ID,2006,0.25,A,2006-07-23
OR,2006,0.25,A,2006-08-22
CO,2006,0.25,A,2006-06-24
CA,2006,0.25,A,2006-02-14
OR,2006,94.0,C,2006-08-08
ID,2006,0.25,A,2006-08-23
AZ,2006,0.25,A,2006-08-18
MT,2006,0.25,A,2006-09-07
MS,2006,295.0,D,2006-05-26
NM,2006,0.25,A,2006-06-26
CA,2006,0.25,A,2006-06-29
MS,2006,9.0,B,2006-06-01
MT,2006,0.25,A,2006-08-17
MS,2006,9.3,B,2006-05-22
MT,2006,0.25,A,2006-08-09
MT,2006,0.25,A,2006-06-05
MT,2006,0.25,A,2006-09-08
OR,2006,0.25,A,2006-08-13
AZ,2006,0.25,A,2006-07-13
NM,2006,0.25,A,2006-06-29
CA,2006,0.25,A,2006-08-09
AR,2006,0.25,A,2006-01-02
AR,2006,0.25,A,2006-01-02
ID,2006,0.25,A,2006-09-02
MT,2006,0.25,A,2006-08-21
AZ,2006,0.25,A,2006-08-22
OR,2006,0.25,A,2006-08-20
NM,2006,8.6,B,2006-07-17
AZ,2006,0.25,A,2006-07-22
OR,2006,0.25,A,2006-09-12
ID,2006,0.25,A,2006-08-11
ID,2006,0.25,A,2006-07-05
ID,2006,0.25,A,2006-07-07
ID,2006,0.25,A,2006-08-16
ID,2006,0.25,A,2006-08-08
UT,2006,9.0,B,2006-07-23
OR,2006,0.25,A,2006-09-04
ID,2006,9.0,B,2006-08-16
ID,2006,0.25,A,2006-08-11
CA,2006,0.25,A,2006-06-25
CA,2006,0.25,A,2006-06-09
MT,2006,0.25,A,2006-08-08
OR,2006,0.25,A,2006-08-09
NM,2006,0.25,A,2006-09-06
AR,2006,9.0,B,2006-03-27
WA,2006,0.25,A,2006-08-22
OR,2006,0.25,A,2006-08-23
OR,2006,0.25,A,2006-09-02
AR,2006,0.25,A,2006-02-28
ID,2006,0.25,A,2006-08-16
CA,2006,0.25,A,2006-08-22
ID,2006,0.25,A,2006-08-28
MT,2006,0.25,A,2006-08-08
ID,2006,0.25,A,2006-08-16
OR,2006,0.25,A,2006-09-04
OR,2006,0.25,A,2006-09-04
OR,2006,0.25,A,2006-09-04
MT,2006,0.25,A,2006-09-11
MT,2006,0.25,A,2006-09-07
MT,2006,0.25,A,2006-07-14
AR,2006,0.25,A,2006-09-13
ID,2006,0.25,A,2006-08-20
MT,2006,0.25,A,2006-08-08
ID,2006,0.25,A,2006-08-08
OR,2006,0.25,A,2006-07-10
MT,2006,0.25,A,2006-08-08
ID,2006,0.25,A,2006-08-17
MT,2006,0.25,A,2006-08-08
CA,2006,0.25,A,2006-07-20
OR,2006,0.25,A,2006-08-08
ID,2006,0.25,A,2006-08-29
CA,2006,0.25,A,2006-09-02
ID,2006,0.25,A,2006-08-31
OR,2006,0.25,A,2006-07-02
SD,2006,8.75,B,2006-07-26
ND,2006,0.25,A,2006-07-12
ID,2006,0.25,A,2006-07-13
ND,2006,8.4,B,2006-07-12
ID,2006,0.25,A,2006-08-19
ID,2006,0.25,A,2006-08-09
ID,2006,0.25,A,2006-09-09
OR,2006,0.25,A,2006-07-03
OR,2006,0.25,A,2006-07-07
TX,2006,0.25,A,2006-06-07
TX,2006,9.0,B,2006-08-21
ID,2006,0.25,A,2006-07-13
OR,2006,0.25,A,2006-08-08
OR,2006,0.25,A,2006-08-07
OR,2006,0.25,A,2006-08-28
OR,2006,9.0,B,2006-08-08
OR,2006,0.25,A,2006-08-09
ID,2006,0.25,A,2006-06-27
ID,2006,0.25,A,2006-07-24
AZ,2006,0.25,A,2006-07-15
AZ,2006,8.5,B,2006-07-10
AZ,2006,0.25,A,2006-06-24
AZ,2006,0.25,A,2006-06-30
ID,2006,0.25,A,2006-06-27
ID,2006,0.25,A,2006-08-18
ID,2006,0.25,A,2006-09-08
ID,2006,0.25,A,2006-09-10
CA,2006,0.25,A,2006-08-03
CA,2006,0.25,A,2006-08-10
WA,2006,0.25,A,2006-08-18
ID,2006,0.25,A,2006-09-08
OR,2006,0.25,A,2006-08-16
NM,2006,0.25,A,2006-07-24
ID,2006,0.25,A,2006-09-08
NM,2006,0.25,A,2006-07-25
OR,2006,0.25,A,2006-08-09
CA,2006,9.0,B,2006-06-27
ID,2006,0.25,A,2006-07-25
ID,2006,0.25,A,2006-08-20
MT,2006,0.25,A,2006-08-07
OR,2006,0.25,A,2006-08-07
ID,2006,0.25,A,2006-08-26
ID,2006,0.25,A,2006-07-19
ID,2006,0.25,A,2006-09-05
OR,2006,0.25,A,2006-07-23
NV,2006,0.25,A,2006-09-10
ID,2006,0.25,A,2006-08-09
OR,2006,0.25,A,2006-08-07
MT,2006,0.25,A,2006-09-25
NM,2006,0.25,A,2006-07-25
NM,2006,0.25,A,2006-07-27
AZ,2006,0.25,A,2006-07-23
NM,2006,0.25,A,2006-07-28
OR,2006,0.25,A,2006-09-10
OR,2006,0.25,A,2006-09-04
MT,2006,0.25,A,2006-09-12
OK,2006,0.25,A,2006-09-27
CA,2006,0.25,A,2006-06-22
NM,2006,0.25,A,2006-06-25
NM,2006,0.25,A,2006-06-27
MT,2006,0.25,A,2006-08-15
CA,2006,0.25,A,2006-08-30
FL,2006,0.25,A,2006-08-14
NM,2006,0.25,A,2006-06-04
NM,2006,0.25,A,2006-06-06
FL,2006,0.25,A,2006-08-08
ID,2006,0.25,A,2006-07-18
ID,2006,0.25,A,2006-09-08
ID,2006,0.25,A,2006-08-09
MT,2006,0.25,A,2006-07-20
ID,2006,0.25,A,2006-06-10
ID,2006,0.25,A,2006-08-09
NV,2006,9.0,B,2006-07-24
NM,2006,0.25,A,2006-07-19
MT,2006,0.25,A,2006-08-10
OR,2006,0.25,A,2006-07-03
UT,2006,9.75,B,2006-07-05
UT,2006,0.25,A,2006-08-12
UT,2006,0.25,A,2006-07-28
NM,2006,0.25,A,2006-06-26
MT,2006,0.25,A,2006-08-31
MT,2006,0.25,A,2006-08-25
MT,2006,0.25,A,2006-08-23
CA,2006,0.25,A,2006-08-31
CA,2006,0.25,A,2006-08-12
OR,2006,0.25,A,2006-08-21
ID,2006,0.25,A,2006-09-08
MT,2006,0.25,A,2006-08-15
MT,2006,0.25,A,2006-08-23
MT,2006,0.25,A,2006-07-25
CA,2006,0.25,A,2006-08-10
NV,2006,0.25,A,2006-09-04
NM,2006,0.25,A,2006-07-18
AZ,2006,0.25,A,2006-04-09
AZ,2006,0.25,A,2006-06-16
CO,2006,0.25,A,2006-06-21
CO,2006,0.25,A,2006-05-28
CA,2006,0.25,A,2006-09-07
NV,2006,0.25,A,2006-07-07
CA,2006,0.25,A,2006-09-03
NV,2006,0.25,A,2006-08-20
CA,2006,0.25,A,2006-08-08
WY,2006,0.25,A,2006-06-07
MT,2006,0.25,A,2006-08-13
MT,2006,0.25,A,2006-08-09
WY,2006,0.25,A,2006-06-23
WY,2006,0.25,A,2006-07-12
WY,2006,0.25,A,2006-08-11
ID,2006,0.25,A,2006-09-13
WY,2006,0.25,A,2006-10-02
ID,2006,0.25,A,2006-08-19
ID,2006,0.25,A,2006-10-04
WY,2006,0.25,A,2006-08-07
CA,2006,0.25,A,2006-07-20
MT,2006,0.25,A,2006-08-12
MT,2006,0.25,A,2006-08-10
CO,2006,0.25,A,2006-08-26
CO,2006,0.25,A,2006-08-22
MT,2006,0.25,A,2006-08-11
CO,2006,0.25,A,2006-07-24
CO,2006,0.25,A,2006-08-18
MT,2006,0.25,A,2006-07-27
ID,2006,0.25,A,2006-07-24
ID,2006,0.25,A,2006-07-25
CA,2006,0.25,A,2006-09-13
CA,2006,0.25,A,2006-08-14
CA,2006,0.25,A,2006-09-01
ID,2006,0.25,A,2006-09-07
ID,2006,0.25,A,2006-09-07
CA,2006,0.25,A,2006-09-10
CA,2006,0.25,A,2006-08-14
AR,2006,9.4,B,2006-09-06
ID,2006,0.25,A,2006-09-08
ID,2006,0.25,A,2006-09-08
ID,2006,0.25,A,2006-08-09
NV,2006,959.0,E,2006-06-19
MT,2006,0.25,A,2006-04-29
ID,2006,0.25,A,2006-08-18
IL,2006,0.25,A,2006-10-08
ID,2006,0.25,A,2006-08-09
CA,2006,0.25,A,2006-08-27
CA,2006,9.0,B,2006-09-21
ID,2006,0.25,A,2006-08-08
MT,2006,0.25,A,2006-07-25
CA,2006,0.25,A,2006-09-21
CO,2006,0.25,A,2006-07-04
ID,2006,0.25,A,2006-10-02
MT,2006,0.25,A,2006-08-11
OR,2006,8.5,B,2006-07-23
MT,2006,0.25,A,2006-08-12
ID,2006,0.25,A,2006-09-07
MT,2006,0.25,A,2006-08-11
WY,2006,0.25,A,2006-06-08
OR,2006,0.25,A,2006-08-22
CO,2006,0.25,A,2006-05-31
MN,2006,0.25,A,2006-04-07
CA,2006,4871.0,F,2006-07-26
WY,2006,0.25,A,2006-06-25
WY,2006,0.25,A,2006-08-16
WY,2006,0.25,A,2006-06-30
OR,2006,0.25,A,2006-08-10
CA,2006,0.25,A,2006-09-21
ID,2006,9.5,B,2006-07-18
ID,2006,0.25,A,2006-09-11
ID,2006,0.25,A,2006-08-20
ID,2006,0.25,A,2006-08-10
ID,2006,9.0,B,2006-08-08
AZ,2006,0.25,A,2006-07-01
CA,2006,0.25,A,2006-09-02
ID,2006,0.25,A,2006-08-09
WA,2006,0.25,A,2006-07-03
CA,2006,0.25,A,2006-09-26
CA,2006,0.25,A,2006-06-11
CA,2006,0.25,A,2006-07-23
CA,2006,0.25,A,2006-07-22
CA,2006,0.25,A,2006-08-17
CA,2006,0.25,A,2006-07-23
CA,2006,0.25,A,2006-09-03
CA,2006,0.25,A,2006-07-01
CA,2006,0.25,A,2006-08-09
CA,2006,0.25,A,2006-09-24
ID,2006,0.25,A,2006-09-01
ID,2006,0.25,A,2006-07-26
ID,2006,0.25,A,2006-08-09
ID,2006,0.25,A,2006-08-30
ID,2006,0.25,A,2006-08-10
ID,2006,0.25,A,2006-08-11
ID,2006,0.25,A,2006-08-12
ID,2006,0.25,A,2006-08-12
ID,2006,0.25,A,2006-08-13
ID,2006,0.25,A,2006-08-17
ID,2006,0.25,A,2006-08-23
CO,2006,9.0,B,2006-03-04
AZ,2006,0.25,A,2006-07-14
WA,2006,0.25,A,2006-07-13
CA,2006,0.25,A,2006-07-24
WA,2006,0.25,A,2006-07-15
WA,2006,0.25,A,2006-07-27
WA,2006,0.25,A,2006-08-14
WA,2006,0.25,A,2006-08-25
MN,2006,0.25,A,2006-06-13
OR,2006,0.25,A,2006-07-23
ID,2006,0.25,A,2006-09-06
ID,2006,0.25,A,2006-09-06
OR,2006,0.25,A,2006-07-25
ID,2006,0.25,A,2006-09-08
ID,2006,0.25,A,2006-09-13
CA,2006,0.25,A,2006-09-06
CA,2006,0.25,A,2006-09-30
WY,2006,0.25,A,2006-07-29
MT,2006,0.25,A,2006-08-10
ID,2006,0.25,A,2006-08-07
OR,2006,0.25,A,2006-09-06
OR,2006,0.25,A,2006-08-06
AL,2006,9.5,B,2006-06-08
ID,2006,0.25,A,2006-10-04
AL,2006,9.0,B,2006-06-23
OR,2006,0.25,A,2006-08-22
MT,2006,0.25,A,2006-08-10
CA,2006,0.25,A,2006-08-03
AL,2006,0.25,A,2006-04-19
CO,2006,0.25,A,2006-06-16
CO,2006,0.25,A,2006-07-01
CA,2006,0.25,A,2006-08-22
AL,2006,96.0,C,2006-01-06
ID,2006,0.25,A,2006-08-16
CA,2006,0.25,A,2006-07-24
CA,2006,0.25,A,2006-07-24
CA,2006,0.25,A,2006-07-24
CA,2006,0.25,A,2006-07-23
AL,2006,0.25,A,2006-06-08
CA,2006,0.25,A,2006-07-23
CA,2006,0.25,A,2006-07-25
CA,2006,0.25,A,2006-07-25
ND,2006,0.25,A,2006-08-13
AL,2006,8.6,B,2006-04-09
ID,2006,0.25,A,2006-07-10
CA,2006,9.3,B,2006-09-16
CA,2006,0.25,A,2006-10-16
CA,2006,0.25,A,2006-09-19
CA,2006,0.25,A,2006-07-22
TX,2006,9.0,B,2006-10-07
ID,2006,0.25,A,2006-09-17
WA,2006,969.0,E,2006-09-04
CA,2006,9.0,B,2006-08-17
CA,2006,0.25,A,2006-07-03
OR,2006,0.25,A,2006-08-07
CA,2006,0.25,A,2006-07-09
OR,2006,0.25,A,2006-08-07
CA,2006,0.25,A,2006-07-20
CA,2006,0.25,A,2006-10-28
OR,2006,0.25,A,2006-09-06
OR,2006,9.0,B,2006-07-23
MI,2006,0.25,A,2006-04-18
MN,2006,0.25,A,2006-07-13
MN,2006,0.25,A,2006-07-15
MN,2006,0.25,A,2006-07-16
SC,2006,8.7,B,2006-09-24
CA,2006,0.25,A,2006-07-20
SC,2006,0.25,A,2006-10-30
MI,2006,0.25,A,2006-05-22
CA,2006,0.25,A,2006-10-21
CA,2006,0.25,A,2006-05-10
MI,2006,0.25,A,2006-04-27
MI,2006,0.25,A,2006-05-09
CA,2006,0.25,A,2006-09-27
ID,2006,0.25,A,2006-08-09
ID,2006,0.25,A,2006-08-09
ID,2006,0.25,A,2006-08-09
MT,2006,0.25,A,2006-06-07
MT,2006,0.25,A,2006-07-30
MT,2006,0.25,A,2006-09-27
WA,2006,0.25,A,2006-08-15
ID,2006,0.25,A,2006-10-25
ID,2006,0.25,A,2006-08-18
ID,2006,0.25,A,2006-08-29
ID,2006,0.25,A,2006-09-08
CA,2006,0.25,A,2006-10-12
CA,2006,0.25,A,2006-07-23
SC,2006,0.25,A,2006-01-06
AZ,2006,0.25,A,2006-07-16
CA,2006,0.25,A,2006-09-06
SC,2006,0.25,A,2006-08-08
SC,2006,0.25,A,2006-11-06
CA,2006,0.25,A,2006-06-13
AZ,2006,0.25,A,2006-08-14
AZ,2006,0.25,A,2006-10-04
WA,2006,0.25,A,2006-09-08
ID,2006,0.25,A,2006-08-07
ID,2006,0.25,A,2006-08-07
CA,2006,0.25,A,2006-09-23
ID,2006,0.25,A,2006-08-11
ID,2006,0.25,A,2006-08-07
ID,2006,0.25,A,2006-08-06
MT,2006,0.25,A,2006-10-13
CA,2006,0.25,A,2006-11-07
CA,2006,0.25,A,2006-09-28
NM,2006,0.25,A,2006-06-09
ID,2006,0.25,A,2006-08-12
ID,2006,0.25,A,2006-08-11
OR,2006,0.25,A,2006-09-04
ID,2006,0.25,A,2006-08-16
ID,2006,0.25,A,2006-08-19
ID,2006,0.25,A,2006-07-24
ID,2006,0.25,A,2006-08-27
ID,2006,0.25,A,2006-07-24
ID,2006,0.25,A,2006-09-08
MI,2006,0.25,A,2006-04-11
MN,2006,0.25,A,2006-07-20
OR,2006,8.5,B,2006-09-04
ID,2006,0.25,A,2006-07-31
CA,2006,0.25,A,2006-10-10
NM,2006,0.25,A,2006-06-25
WA,2006,0.25,A,2006-08-16
WA,2006,0.25,A,2006-09-13
MT,2006,0.25,A,2006-09-01
MT,2006,0.25,A,2006-09-14
CA,2006,0.25,A,2006-06-29
CA,2006,0.25,A,2006-07-25
CA,2006,0.25,A,2006-07-25
CA,2006,0.25,A,2006-07-26
CA,2006,0.25,A,2006-10-29
CA,2006,0.25,A,2006-07-24
CA,2006,0.25,A,2006-08-06
MI,2006,0.25,A,2006-04-10
MI,2006,0.25,A,2006-04-10
ID,2006,0.25,A,2006-08-17
CA,2006,0.25,A,2006-07-24
NM,2006,0.25,A,2006-07-24
ID,2006,0.25,A,2006-08-30
CA,2006,0.25,A,2006-08-07
MN,2006,0.25,A,2006-07-18
OH,2006,9.0,B,2006-04-11
CA,2006,0.25,A,2006-08-08
ID,2006,0.25,A,2006-07-28
WV,2006,0.25,A,2006-10-29
ID,2006,0.25,A,2006-08-16
ID,2006,97.0,C,2006-08-16
ID,2006,0.25,A,2006-08-20
NM,2006,0.25,A,2006-05-19
NM,2006,0.25,A,2006-05-22
WA,2006,0.25,A,2006-07-03
MN,2006,0.25,A,2006-06-30
MN,2006,0.25,A,2006-08-10
MN,2006,0.25,A,2006-09-05
MN,2006,0.25,A,2006-09-14
ID,2006,4980.0,F,2006-08-08
CA,2006,0.25,A,2006-06-28
NM,2006,0.25,A,2006-07-19
TN,2006,94.0,C,2006-03-08
NM,2006,0.25,A,2006-07-19
NM,2006,0.25,A,2006-07-19
NM,2006,0.25,A,2006-07-23
NM,2006,0.25,A,2006-07-26
CA,2006,0.25,A,2006-08-08
CA,2006,0.25,A,2006-08-07
CA,2006,0.25,A,2006-08-07
CA,2006,0.25,A,2006-08-07
CA,2006,0.25,A,2006-08-07
CA,2006,0.25,A,2006-08-07
CA,2006,0.25,A,2006-08-07
CA,2006,0.25,A,2006-08-08
CA,2006,0.25,A,2006-08-07
MN,2006,0.25,A,2006-08-08
CA,2006,0.25,A,2006-08-16
CA,2006,0.25,A,2006-07-28
MN,2006,0.25,A,2006-08-31
OR,2006,0.25,A,2006-10-30
MN,2006,0.25,A,2006-07-12
MN,2006,0.25,A,2006-09-08
UT,2006,0.25,A,2006-05-19
SD,2006,0.25,A,2006-09-03
CA,2006,0.25,A,2006-07-25
CA,2006,0.25,A,2006-09-04
CA,2006,0.25,A,2006-10-16
MI,2006,0.25,A,2006-04-14
CA,2006,0.25,A,2006-11-21
MN,2006,0.25,A,2006-05-31
ID,2006,0.25,A,2006-09-08
MI,2006,0.25,A,2006-05-06
MN,2006,0.25,A,2006-09-10
MN,2006,0.25,A,2006-09-12
MN,2006,0.25,A,2006-09-14
CA,2006,0.25,A,2006-06-28
MN,2006,0.25,A,2006-08-17
CA,2006,0.25,A,2006-06-28
OR,2006,0.25,A,2006-08-09
OR,2006,0.25,A,2006-08-08
MN,2006,0.25,A,2006-10-16
CA,2006,0.25,A,2006-06-28
SD,2006,0.25,A,2006-06-30
MN,2006,0.25,A,2006-09-16
CA,2006,0.25,A,2006-08-07
NM,2006,0.25,A,2006-06-06
NM,2006,0.25,A,2006-06-01
CA,2006,0.25,A,2006-08-07
ID,2006,0.25,A,2006-08-23
NM,2006,0.25,A,2006-06-25
NM,2006,0.25,A,2006-06-03
CA,2006,0.25,A,2006-10-18
OR,2006,0.25,A,2006-08-03
OR,2006,0.25,A,2006-08-12
NM,2006,0.25,A,2006-07-02
WA,2006,0.25,A,2006-07-05
CA,2006,0.25,A,2006-08-18
ID,2006,0.25,A,2006-10-05
NM,2006,0.25,A,2006-07-01
NM,2006,0.25,A,2006-07-02
CA,2006,0.25,A,2006-11-16
MI,2006,0.25,A,2006-06-11
MI,2006,8.3,B,2006-03-18
MT,2006,0.25,A,2006-08-13
OR,2006,0.25,A,2006-10-28
WI,2006,0.25,A,2006-05-24
UT,2006,0.25,A,2006-06-30
UT,2006,0.25,A,2006-07-12
WI,2006,0.25,A,2006-04-14
WI,2006,0.25,A,2006-04-15
OR,2006,0.25,A,2006-08-08
ID,2006,0.25,A,2006-09-03
NM,2006,0.25,A,2006-07-27
NM,2006,0.25,A,2006-07-27
AZ,2006,0.25,A,2006-12-04
UT,2006,0.25,A,2006-07-23
MI,2006,0.25,A,2006-09-08
CO,2006,94.0,C,2006-06-14
AZ,2006,0.25,A,2006-07-25
WA,2006,0.25,A,2006-07-17
WA,2006,0.25,A,2006-09-05
CA,2006,0.25,A,2006-10-11
CA,2006,0.25,A,2006-07-20
CA,2006,0.25,A,2006-12-03
CA,2006,0.25,A,2006-08-22
CA,2006,0.25,A,2006-10-22
AZ,2006,0.25,A,2006-11-23
MS,2006,0.25,A,2006-06-12
CA,2006,0.25,A,2006-10-20
CA,2006,9.0,B,2006-12-03
AZ,2006,0.25,A,2006-11-10
KY,2006,98.0,C,2006-12-18
AZ,2006,0.25,A,2006-07-25
FL,2006,8.4,B,2006-12-06
MS,2006,0.25,A,2006-09-21
CA,2006,0.25,A,2006-12-26
CA,2006,0.25,A,2006-10-14
CA,2006,0.25,A,2006-10-15
KY,2006,9.0,B,2006-12-12
NC,2006,0.25,A,2006-07-01
AL,2006,96.0,C,2006-12-04
AR,2006,9.5,B,2006-12-29
NC,2007,0.25,A,2007-01-29
AZ,2006,92.0,C,2006-11-21
SC,2007,0.25,A,2007-02-12
NC,2007,0.25,A,2007-02-22
AR,2007,0.25,A,2007-02-20
KY,2007,0.25,A,2007-03-12
VA,2007,93.0,C,2007-03-09
MO,2007,0.25,A,2007-03-10
MO,2007,0.25,A,2007-03-10
NC,2007,0.25,A,2007-03-12
AZ,2007,9.0,B,2007-03-11
MO,2007,96.5,C,2007-03-12
MN,2007,0.25,A,2007-03-17
SC,2007,0.25,A,2007-03-28
MO,2007,0.25,A,2007-03-24
SC,2007,8.8,B,2007-03-26
MO,2007,0.25,A,2007-03-18
MO,2007,292.0,D,2007-04-02
GA,2007,0.25,A,2007-04-12
MO,2007,8.3,B,2007-04-10
MO,2007,91.0,C,2007-04-09
MI,2007,9.0,B,2007-03-27
GA,2007,0.25,A,2007-04-16
CA,2007,0.25,A,2007-01-23
AZ,2007,0.25,A,2007-04-16
AZ,2007,0.25,A,2007-04-18
NC,2007,0.25,A,2007-04-23
KY,2007,93.0,C,2007-03-13
AR,2007,9.1,B,2007-04-07
CA,2007,0.25,A,2007-04-28
MI,2007,0.25,A,2007-04-22
AZ,2007,0.25,A,2007-04-15
AZ,2007,0.25,A,2007-01-07
CA,2007,0.25,A,2007-04-28
NC,2007,95.0,C,2007-05-03
MO,2007,0.25,A,2007-05-07
MI,2007,0.25,A,2007-05-06
MI,2007,0.25,A,2007-04-29
MI,2007,0.25,A,2007-03-29
NM,2007,9.8,B,2007-05-10
AZ,2007,0.25,A,2007-04-29
AZ,2007,0.25,A,2007-05-06
CA,2007,0.25,A,2007-03-06
MN,2007,0.25,A,2007-05-14
AZ,2007,0.25,A,2007-05-02
