STATE,FIRE_SIZE,FIRE_SIZE_CLASS,DISCOVERY_DATE
MT,0.25,A,2006/7/14
AR,0.25,A,2006/9/13
ID,0.25,A,2006/8/20
MT,0.25,A,2006/8/8
ID,0.25,A,2006/8/8
OR,0.25,A,2006/7/10
MT,0.25,A,2006/8/8
ID,0.25,A,2006/8/17
MT,0.25,A,2006/8/8
CA,0.25,A,2006/7/20
OR,0.25,A,2006/8/8
ID,0.25,A,2006/8/29
CA,0.25,A,2006/9/2
ID,0.25,A,2006/8/31
OR,0.25,A,2006/7/2
ND,0.25,A,2006/7/12
ID,0.25,A,2006/7/13
ID,0.25,A,2006/8/19
ID,0.25,A,2006/8/9
ID,0.25,A,2006/9/9
OR,0.25,A,2006/7/3
OR,0.25,A,2006/7/7
TX,0.25,A,2006/6/7
ID,0.25,A,2006/7/13
OR,0.25,A,2006/8/8
OR,0.25,A,2006/8/7
OR,0.25,A,2006/8/28
OR,0.25,A,2006/8/9
ID,0.25,A,2006/6/27
ID,0.25,A,2006/7/24
AZ,0.25,A,2006/7/15
AZ,0.25,A,2006/6/24
AZ,0.25,A,2006/6/30
ID,0.25,A,2006/6/27
ID,0.25,A,2006/8/18
ID,0.25,A,2006/9/8
ID,0.25,A,2006/9/10
CA,0.25,A,2006/8/3
CA,0.25,A,2006/8/10
WA,0.25,A,2006/8/18
ID,0.25,A,2006/9/8
OR,0.25,A,2006/8/16
NM,0.25,A,2006/7/24
ID,0.25,A,2006/9/8
NM,0.25,A,2006/7/25
OR,0.25,A,2006/8/9
ID,0.25,A,2006/7/25
ID,0.25,A,2006/8/20
MT,0.25,A,2006/8/7
OR,0.25,A,2006/8/7
ID,0.25,A,2006/8/26
ID,0.25,A,2006/7/19
ID,0.25,A,2006/9/5
OR,0.25,A,2006/7/23
NV,0.25,A,2006/9/10
ID,0.25,A,2006/8/9
OR,0.25,A,2006/8/7
MT,0.25,A,2006/9/25
NM,0.25,A,2006/7/25
NM,0.25,A,2006/7/27
AZ,0.25,A,2006/7/23
NM,0.25,A,2006/7/28
OR,0.25,A,2006/9/10
OR,0.25,A,2006/9/4
MT,0.25,A,2006/9/12
OK,0.25,A,2006/9/27
CA,0.25,A,2006/6/22
NM,0.25,A,2006/6/25
NM,0.25,A,2006/6/27
MT,0.25,A,2006/8/15
CA,0.25,A,2006/8/30
FL,0.25,A,2006/8/14
NM,0.25,A,2006/6/4
NM,0.25,A,2006/6/6
FL,0.25,A,2006/8/8
ID,0.25,A,2006/7/18
ID,0.25,A,2006/9/8
ID,0.25,A,2006/8/9
MT,0.25,A,2006/7/20
ID,0.25,A,2006/6/10
ID,0.25,A,2006/8/9
NM,0.25,A,2006/7/19
MT,0.25,A,2006/8/10
OR,0.25,A,2006/7/3
UT,9.75,B,2006/7/5
UT,0.25,A,2006/8/12
UT,0.25,A,2006/7/28
NM,0.25,A,2006/6/26
MT,0.25,A,2006/8/31
MT,0.25,A,2006/8/25
MT,0.25,A,2006/8/23
CA,0.25,A,2006/8/31
CA,0.25,A,2006/8/12
OR,0.25,A,2006/8/21
ID,0.25,A,2006/9/8
MT,0.25,A,2006/8/15
MT,0.25,A,2006/8/23
MT,0.25,A,2006/7/25
CA,0.25,A,2006/8/10
NV,0.25,A,2006/9/4
NM,0.25,A,2006/7/18
AZ,0.25,A,2006/4/9
AZ,0.25,A,2006/6/16
CO,0.25,A,2006/6/21
CO,0.25,A,2006/5/28
CA,0.25,A,2006/9/7
NV,0.25,A,2006/7/7
CA,0.25,A,2006/9/3
NV,0.25,A,2006/8/20
CA,0.25,A,2006/8/8
WY,0.25,A,2006/6/7
MT,0.25,A,2006/8/13
MT,0.25,A,2006/8/9
WY,0.25,A,2006/6/23
WY,0.25,A,2006/7/12
WY,0.25,A,2006/8/11
ID,0.25,A,2006/9/13
WY,0.25,A,2006/10/2
ID,0.25,A,2006/8/19
ID,0.25,A,2006/10/4
WY,0.25,A,2006/8/7
CA,0.25,A,2006/7/20
MT,0.25,A,2006/8/12
MT,0.25,A,2006/8/10
CO,0.25,A,2006/8/26
CO,0.25,A,2006/8/22
MT,0.25,A,2006/8/11
CO,0.25,A,2006/7/24
CO,0.25,A,2006/8/18
MT,0.25,A,2006/7/27
ID,0.25,A,2006/7/24
ID,0.25,A,2006/7/25
CA,0.25,A,2006/9/13
CA,0.25,A,2006/8/14
CA,0.25,A,2006/9/1
ID,0.25,A,2006/9/7
ID,0.25,A,2006/9/7
CA,0.25,A,2006/9/10
CA,0.25,A,2006/8/14
ID,0.25,A,2006/9/8
ID,0.25,A,2006/9/8
ID,0.25,A,2006/8/9
MT,0.25,A,2006/4/29
ID,0.25,A,2006/8/18
IL,0.25,A,2006/10/8
ID,0.25,A,2006/8/9
CA,0.25,A,2006/8/27
ID,0.25,A,2006/8/8
MT,0.25,A,2006/7/25
CA,0.25,A,2006/9/21
CO,0.25,A,2006/7/4
ID,0.25,A,2006/10/2
MT,0.25,A,2006/8/11
MT,0.25,A,2006/8/12
ID,0.25,A,2006/9/7
MT,0.25,A,2006/8/11
WY,0.25,A,2006/6/8
OR,0.25,A,2006/8/22
CO,0.25,A,2006/5/31
MN,0.25,A,2006/4/7
WY,0.25,A,2006/6/25
WY,0.25,A,2006/8/16
WY,0.25,A,2006/6/30
OR,0.25,A,2006/8/10
CA,0.25,A,2006/9/21
ID,9.5,B,2006/7/18
ID,0.25,A,2006/9/11
ID,0.25,A,2006/8/20
ID,0.25,A,2006/8/10
AZ,0.25,A,2006/7/1
CA,0.25,A,2006/9/2
ID,0.25,A,2006/8/9
WA,0.25,A,2006/7/3
CA,0.25,A,2006/9/26
CA,0.25,A,2006/6/11
CA,0.25,A,2006/7/23
CA,0.25,A,2006/7/22
CA,0.25,A,2006/8/17
CA,0.25,A,2006/7/23
CA,0.25,A,2006/9/3
CA,0.25,A,2006/7/1
CA,0.25,A,2006/8/9
CA,0.25,A,2006/9/24
ID,0.25,A,2006/9/1
ID,0.25,A,2006/7/26
ID,0.25,A,2006/8/9
ID,0.25,A,2006/8/30
ID,0.25,A,2006/8/10
ID,0.25,A,2006/8/11
ID,0.25,A,2006/8/12
ID,0.25,A,2006/8/12
ID,0.25,A,2006/8/13
ID,0.25,A,2006/8/17
ID,0.25,A,2006/8/23
AZ,0.25,A,2006/7/14
WA,0.25,A,2006/7/13
CA,0.25,A,2006/7/24
WA,0.25,A,2006/7/15
WA,0.25,A,2006/7/27
WA,0.25,A,2006/8/14
WA,0.25,A,2006/8/25
MN,0.25,A,2006/6/13
OR,0.25,A,2006/7/23
ID,0.25,A,2006/9/6
ID,0.25,A,2006/9/6
OR,0.25,A,2006/7/25
ID,0.25,A,2006/9/8
ID,0.25,A,2006/9/13
CA,0.25,A,2006/9/6
CA,0.25,A,2006/9/30
WY,0.25,A,2006/7/29
MT,0.25,A,2006/8/10
ID,0.25,A,2006/8/7
OR,0.25,A,2006/9/6
OR,0.25,A,2006/8/6
AL,9.5,B,2006/6/8
ID,0.25,A,2006/10/4
OR,0.25,A,2006/8/22
MT,0.25,A,2006/8/10
CA,0.25,A,2006/8/3
AL,0.25,A,2006/4/19
CO,0.25,A,2006/6/16
CO,0.25,A,2006/7/1
CA,0.25,A,2006/8/22
ID,0.25,A,2006/8/16
CA,0.25,A,2006/7/24
CA,0.25,A,2006/7/24
CA,0.25,A,2006/7/24
CA,0.25,A,2006/7/23
AL,0.25,A,2006/6/8
CA,0.25,A,2006/7/23
CA,0.25,A,2006/7/25
CA,0.25,A,2006/7/25
ND,0.25,A,2006/8/13
ID,0.25,A,2006/7/10
CA,0.25,A,2006/10/16
CA,0.25,A,2006/9/19
CA,0.25,A,2006/7/22
ID,0.25,A,2006/9/17
CA,0.25,A,2006/7/3
OR,0.25,A,2006/8/7
CA,0.25,A,2006/7/9
OR,0.25,A,2006/8/7
CA,0.25,A,2006/7/20
CA,0.25,A,2006/10/28
OR,0.25,A,2006/9/6
MI,0.25,A,2006/4/18
MN,0.25,A,2006/7/13
MN,0.25,A,2006/7/15
MN,0.25,A,2006/7/16
CA,0.25,A,2006/7/20
SC,0.25,A,2006/10/30
MI,0.25,A,2006/5/22
CA,0.25,A,2006/10/21
CA,0.25,A,2006/5/10
MI,0.25,A,2006/4/27
MI,0.25,A,2006/5/9
CA,0.25,A,2006/9/27
ID,0.25,A,2006/8/9
ID,0.25,A,2006/8/9
ID,0.25,A,2006/8/9
MT,0.25,A,2006/6/7
MT,0.25,A,2006/7/30
MT,0.25,A,2006/9/27
WA,0.25,A,2006/8/15
ID,0.25,A,2006/10/25
ID,0.25,A,2006/8/18
ID,0.25,A,2006/8/29
ID,0.25,A,2006/9/8
CA,0.25,A,2006/10/12
CA,0.25,A,2006/7/23
SC,0.25,A,2006/1/6
AZ,0.25,A,2006/7/16
CA,0.25,A,2006/9/6
SC,0.25,A,2006/8/8
SC,0.25,A,2006/11/6
CA,0.25,A,2006/6/13
AZ,0.25,A,2006/8/14
AZ,0.25,A,2006/10/4
WA,0.25,A,2006/9/8
ID,0.25,A,2006/8/7
ID,0.25,A,2006/8/7
CA,0.25,A,2006/9/23
ID,0.25,A,2006/8/11
ID,0.25,A,2006/8/7
ID,0.25,A,2006/8/6
MT,0.25,A,2006/10/13
CA,0.25,A,2006/11/7
CA,0.25,A,2006/9/28
NM,0.25,A,2006/6/9
ID,0.25,A,2006/8/12
ID,0.25,A,2006/8/11
OR,0.25,A,2006/9/4
ID,0.25,A,2006/8/16
ID,0.25,A,2006/8/19
ID,0.25,A,2006/7/24
ID,0.25,A,2006/8/27
ID,0.25,A,2006/7/24
ID,0.25,A,2006/9/8
MI,0.25,A,2006/4/11
MN,0.25,A,2006/7/20
ID,0.25,A,2006/7/31
CA,0.25,A,2006/10/10
NM,0.25,A,2006/6/25
WA,0.25,A,2006/8/16
WA,0.25,A,2006/9/13
MT,0.25,A,2006/9/1
MT,0.25,A,2006/9/14
CA,0.25,A,2006/6/29
CA,0.25,A,2006/7/25
CA,0.25,A,2006/7/25
CA,0.25,A,2006/7/26
CA,0.25,A,2006/10/29
CA,0.25,A,2006/7/24
CA,0.25,A,2006/8/6
MI,0.25,A,2006/4/10
MI,0.25,A,2006/4/10
ID,0.25,A,2006/8/17
CA,0.25,A,2006/7/24
NM,0.25,A,2006/7/24
ID,0.25,A,2006/8/30
CA,0.25,A,2006/8/7
MN,0.25,A,2006/7/18
CA,0.25,A,2006/8/8
ID,0.25,A,2006/7/28
WV,0.25,A,2006/10/29
ID,0.25,A,2006/8/16
ID,0.25,A,2006/8/20
NM,0.25,A,2006/5/19
NM,0.25,A,2006/5/22
WA,0.25,A,2006/7/3
MN,0.25,A,2006/6/30
MN,0.25,A,2006/8/10
MN,0.25,A,2006/9/5
MN,0.25,A,2006/9/14
CA,0.25,A,2006/6/28
NM,0.25,A,2006/7/19
NM,0.25,A,2006/7/19
NM,0.25,A,2006/7/19
NM,0.25,A,2006/7/23
NM,0.25,A,2006/7/26
CA,0.25,A,2006/8/8
CA,0.25,A,2006/8/7
CA,0.25,A,2006/8/7
CA,0.25,A,2006/8/7
CA,0.25,A,2006/8/7
CA,0.25,A,2006/8/7
CA,0.25,A,2006/8/7
CA,0.25,A,2006/8/8
CA,0.25,A,2006/8/7
MN,0.25,A,2006/8/8
CA,0.25,A,2006/8/16
CA,0.25,A,2006/7/28
MN,0.25,A,2006/8/31
OR,0.25,A,2006/10/30
MN,0.25,A,2006/7/12
MN,0.25,A,2006/9/8
UT,0.25,A,2006/5/19
SD,0.25,A,2006/9/3
CA,0.25,A,2006/7/25
CA,0.25,A,2006/9/4
CA,0.25,A,2006/10/16
MI,0.25,A,2006/4/14
CA,0.25,A,2006/11/21
MN,0.25,A,2006/5/31
ID,0.25,A,2006/9/8
MI,0.25,A,2006/5/6
MN,0.25,A,2006/9/10
MN,0.25,A,2006/9/12
MN,0.25,A,2006/9/14
CA,0.25,A,2006/6/28
MN,0.25,A,2006/8/17
CA,0.25,A,2006/6/28
OR,0.25,A,2006/8/9
OR,0.25,A,2006/8/8
MN,0.25,A,2006/10/16
CA,0.25,A,2006/6/28
SD,0.25,A,2006/6/30
MN,0.25,A,2006/9/16
CA,0.25,A,2006/8/7
NM,0.25,A,2006/6/6
NM,0.25,A,2006/6/1
CA,0.25,A,2006/8/7
ID,0.25,A,2006/8/23
NM,0.25,A,2006/6/25
NM,0.25,A,2006/6/3
CA,0.25,A,2006/10/18
OR,0.25,A,2006/8/3
OR,0.25,A,2006/8/12
NM,0.25,A,2006/7/2
WA,0.25,A,2006/7/5
CA,0.25,A,2006/8/18
ID,0.25,A,2006/10/5
NM,0.25,A,2006/7/1
NM,0.25,A,2006/7/2
CA,0.25,A,2006/11/16
MI,0.25,A,2006/6/11
MT,0.25,A,2006/8/13
OR,0.25,A,2006/10/28
WI,0.25,A,2006/5/24
UT,0.25,A,2006/6/30
UT,0.25,A,2006/7/12
WI,0.25,A,2006/4/14
WI,0.25,A,2006/4/15
OR,0.25,A,2006/8/8
ID,0.25,A,2006/9/3
NM,0.25,A,2006/7/27
NM,0.25,A,2006/7/27
AZ,0.25,A,2006/12/4
UT,0.25,A,2006/7/23
MI,0.25,A,2006/9/8
AZ,0.25,A,2006/7/25
WA,0.25,A,2006/7/17
WA,0.25,A,2006/9/5
CA,0.25,A,2006/10/11
CA,0.25,A,2006/7/20
CA,0.25,A,2006/12/3
CA,0.25,A,2006/8/22
CA,0.25,A,2006/10/22
AZ,0.25,A,2006/11/23
MS,0.25,A,2006/6/12
CA,0.25,A,2006/10/20
AZ,0.25,A,2006/11/10
AZ,0.25,A,2006/7/25
MS,0.25,A,2006/9/21
CA,0.25,A,2006/12/26
CA,0.25,A,2006/10/14
CA,0.25,A,2006/10/15
NC,0.25,A,2006/7/1
AR,9.5,B,2006/12/29
NC,0.25,A,2007/1/29
SC,0.25,A,2007/2/12
NC,0.25,A,2007/2/22
AR,0.25,A,2007/2/20
KY,0.25,A,2007/3/12
MO,0.25,A,2007/3/10
MO,0.25,A,2007/3/10
NC,0.25,A,2007/3/12
MN,0.25,A,2007/3/17
SC,0.25,A,2007/3/28
MO,0.25,A,2007/3/24
MO,0.25,A,2007/3/18
GA,0.25,A,2007/4/12
GA,0.25,A,2007/4/16
CA,0.25,A,2007/1/23
AZ,0.25,A,2007/4/16
AZ,0.25,A,2007/4/18
NC,0.25,A,2007/4/23
CA,0.25,A,2007/4/28
MI,0.25,A,2007/4/22
AZ,0.25,A,2007/4/15
AZ,0.25,A,2007/1/7
CA,0.25,A,2007/4/28
MO,0.25,A,2007/5/7
MI,0.25,A,2007/5/6
MI,0.25,A,2007/4/29
MI,0.25,A,2007/3/29
NM,9.8,B,2007/5/10
AZ,0.25,A,2007/4/29
AZ,0.25,A,2007/5/6
CA,0.25,A,2007/3/6
MN,0.25,A,2007/5/14
AZ,0.25,A,2007/5/2
KY,0.25,A,2007/4/20
AZ,0.25,A,2007/5/17
NM,0.25,A,2007/5/16
NM,0.25,A,2007/5/18
AZ,0.25,A,2007/5/28
NC,0.25,A,2007/5/28
NM,0.25,A,2007/6/3
AZ,0.25,A,2007/4/30
AZ,0.25,A,2007/5/17
CA,0.25,A,2007/5/31
MN,0.25,A,2007/5/10
CA,0.25,A,2007/4/10
AZ,0.25,A,2007/4/16
CA,0.25,A,2007/6/1
CA,0.25,A,2007/5/31
NM,0.25,A,2007/6/10
ID,0.25,A,2007/6/7
OR,0.25,A,2007/6/3
CA,0.25,A,2007/6/13
CA,0.25,A,2007/5/31
GA,0.25,A,2007/6/15
NV,0.25,A,2007/6/1
MT,0.25,A,2007/4/10
MN,0.25,A,2007/5/10
AZ,0.25,A,2007/6/1
CA,0.25,A,2007/5/12
CA,0.25,A,2007/5/13
CA,0.25,A,2007/5/31
CA,0.25,A,2007/6/2
OR,0.25,A,2007/6/2
OR,0.25,A,2007/6/3
KY,0.25,A,2007/6/23
NM,0.25,A,2007/6/15
NM,0.25,A,2007/6/22
CA,0.25,A,2007/5/24
NC,0.25,A,2007/6/22
NM,0.25,A,2007/6/30
OR,0.25,A,2007/3/16
OR,0.25,A,2007/5/14
MT,0.25,A,2007/6/25
OR,0.25,A,2007/6/3
MN,0.25,A,2007/6/30
NM,0.25,A,2007/6/21
OR,0.25,A,2007/6/20
SD,0.25,A,2007/7/8
NM,0.25,A,2007/7/7
MT,0.25,A,2007/7/7
SD,0.25,A,2007/6/24
CO,0.25,A,2007/5/16
CA,0.25,A,2007/4/16
CA,0.25,A,2007/6/11
SD,0.25,A,2007/6/24
MO,0.25,A,2007/7/5
AZ,0.25,A,2007/5/6
AZ,0.25,A,2007/5/29
MT,0.25,A,2007/7/3
AZ,0.25,A,2007/7/1
CA,0.25,A,2007/5/8
CA,0.25,A,2007/5/10
MT,0.25,A,2007/7/6
CA,0.25,A,2007/7/10
CA,0.25,A,2007/7/15
NM,0.25,A,2007/7/5
AZ,0.25,A,2007/7/16
MT,0.25,A,2007/7/6
WY,0.25,A,2007/7/1
CA,0.25,A,2007/7/7
CA,0.25,A,2007/7/6
MI,0.25,A,2007/7/16
MI,0.25,A,2007/7/19
NM,0.25,A,2007/6/25
MT,0.25,A,2007/6/28
NM,0.25,A,2007/7/4
NM,0.25,A,2007/7/18
CA,0.25,A,2007/7/19
MT,0.25,A,2007/7/19
WA,0.25,A,2007/7/13
CA,0.25,A,2007/7/10
WA,0.25,A,2007/7/21
CA,0.25,A,2007/7/11
NM,0.25,A,2007/5/9
NM,0.25,A,2007/6/28
MI,0.25,A,2007/7/19
SD,0.25,A,2007/7/21
CA,0.25,A,2007/7/11
AZ,0.25,A,2007/3/9
CA,0.25,A,2007/5/20
CA,0.25,A,2007/6/3
CA,0.25,A,2007/6/3
ID,0.25,A,2007/7/16
CA,0.25,A,2007/7/3
WA,0.25,A,2007/7/13
AZ,0.25,A,2007/6/28
MT,0.25,A,2007/7/23
AZ,0.25,A,2007/6/27
CA,0.25,A,2007/6/21
ID,0.25,A,2007/7/26
MT,0.25,A,2007/7/23
NM,0.25,A,2007/7/15
CA,0.25,A,2007/7/7
AZ,0.25,A,2007/7/19
OR,0.25,A,2007/7/13
CO,0.25,A,2007/6/17
CO,0.25,A,2007/6/29
MT,0.25,A,2007/7/28
ID,0.25,A,2007/7/17
ID,0.25,A,2007/7/17
ID,0.25,A,2007/7/18
ID,0.25,A,2007/7/18
MT,0.25,A,2007/7/22
CO,0.25,A,2007/7/17
CA,0.25,A,2007/7/10
CO,0.25,A,2007/7/19
AZ,0.25,A,2007/6/17
MT,0.25,A,2007/7/18
MT,0.25,A,2007/4/28
NE,0.25,A,2007/7/30
OR,0.25,A,2007/7/6
MT,9.8,B,2007/7/8
WA,0.25,A,2007/7/13
OR,0.25,A,2007/7/13
CA,0.25,A,2007/7/29
AZ,0.25,A,2007/6/21
OR,0.25,A,2007/7/24
AZ,0.25,A,2007/5/30
MI,0.25,A,2007/8/3
MI,0.25,A,2007/6/7
ID,0.25,A,2007/7/26
CA,0.25,A,2007/4/2
MT,0.25,A,2007/7/20
OR,0.25,A,2007/7/16
OR,0.25,A,2007/7/13
CA,0.25,A,2007/7/30
OR,0.25,A,2007/7/24
OR,0.25,A,2007/7/26
OR,0.25,A,2007/7/13
MT,0.25,A,2007/7/19
AZ,0.25,A,2007/6/29
AZ,0.25,A,2007/6/29
AZ,0.25,A,2007/7/6
AZ,0.25,A,2007/7/7
MT,0.25,A,2007/7/23
MT,0.25,A,2007/7/24
AZ,0.25,A,2007/6/30
AZ,0.25,A,2007/7/10
ID,0.25,A,2007/7/7
MI,0.25,A,2007/7/5
ID,0.25,A,2007/7/9
OR,0.25,A,2007/6/2
ID,0.25,A,2007/7/17
MN,0.25,A,2007/8/7
MT,0.25,A,2007/5/22
MT,0.25,A,2007/7/4
MT,0.25,A,2007/7/6
MT,0.25,A,2007/7/8
MT,0.25,A,2007/7/20
MT,0.25,A,2007/7/23
MT,0.25,A,2007/7/24
MT,0.25,A,2007/8/2
MT,0.25,A,2007/8/13
MT,0.25,A,2007/7/17
MT,0.25,A,2007/7/17
MT,0.25,A,2007/7/18
MT,0.25,A,2007/7/18
MT,0.25,A,2007/7/19
CA,0.25,A,2007/5/26
ID,0.25,A,2007/7/7
CO,0.25,A,2007/7/22
CO,0.25,A,2007/7/23
OR,0.25,A,2007/7/24
NM,0.25,A,2007/6/21
ID,0.25,A,2007/7/17
CO,0.25,A,2007/7/27
ID,0.25,A,2007/7/17
ID,0.25,A,2007/7/17
ID,0.25,A,2007/7/14
OR,0.25,A,2007/7/13
ID,0.25,A,2007/7/7
ID,0.25,A,2007/7/18
WY,0.25,A,2007/7/19
OR,0.25,A,2007/8/5
NC,0.25,A,2007/8/6
CA,0.25,A,2007/7/10
OR,0.25,A,2007/7/28
ID,0.25,A,2007/7/2
MT,0.25,A,2007/7/7
ID,0.25,A,2007/7/30
AZ,0.25,A,2007/7/8
UT,0.25,A,2007/7/5
SD,0.25,A,2007/7/22
OR,0.25,A,2007/7/24
AZ,0.25,A,2007/7/16
MT,0.25,A,2007/7/6
MT,0.25,A,2007/8/10
CO,0.25,A,2007/7/3
NM,0.25,A,2007/6/30
ID,0.25,A,2007/7/17
CA,0.25,A,2007/6/1
CA,0.25,A,2007/7/16
CA,0.25,A,2007/6/23
CA,0.25,A,2007/7/1
MT,0.25,A,2007/8/12
UT,0.25,A,2007/7/15
ID,0.25,A,2007/7/7
AZ,0.25,A,2007/7/15
AZ,0.25,A,2007/7/18
ID,0.25,A,2007/8/2
AZ,0.25,A,2007/6/17
ID,0.25,A,2007/8/26
CA,0.25,A,2007/7/25
AZ,0.25,A,2007/7/9
NM,0.25,A,2007/5/13
ID,0.25,A,2007/7/14
ID,0.25,A,2007/7/29
SC,0.25,A,2007/4/9
NM,0.25,A,2007/8/7
CA,0.25,A,2007/6/13
ID,0.25,A,2007/7/14
CA,9.6,B,2007/7/25
MO,0.25,A,2007/8/27
CA,0.25,A,2007/6/4
OR,0.25,A,2007/7/6
CA,0.25,A,2007/6/30
CO,0.25,A,2007/7/22
MT,0.25,A,2007/8/17
CA,0.25,A,2007/8/26
MS,0.25,A,2007/6/13
CA,0.25,A,2007/8/31
CA,0.25,A,2007/9/1
ID,0.25,A,2007/9/1
PA,0.25,A,2007/5/5
NM,0.25,A,2007/6/16
CA,0.25,A,2007/8/30
CA,0.25,A,2007/8/17
MT,0.25,A,2007/8/1
MT,0.25,A,2007/8/2
OR,0.25,A,2007/7/13
OR,0.25,A,2007/8/31
MT,0.25,A,2007/8/10
ID,0.25,A,2007/8/8
CA,0.25,A,2007/7/10
CA,0.25,A,2007/6/26
CA,0.25,A,2007/7/10
CA,0.25,A,2007/8/26
CA,0.25,A,2007/7/16
MN,0.25,A,2007/8/16
NM,0.25,A,2007/6/27
MT,0.25,A,2007/6/23
OR,0.25,A,2007/9/1
ID,0.25,A,2007/7/26
CA,0.25,A,2007/9/5
OR,0.25,A,2007/8/31
ID,0.25,A,2007/7/18
OR,0.25,A,2007/8/15
NM,0.25,A,2007/7/23
NM,0.25,A,2007/7/15
ID,0.25,A,2007/9/1
ID,0.25,A,2007/9/1
ID,0.25,A,2007/8/10
ID,0.25,A,2007/8/10
CA,0.25,A,2007/7/10
NV,0.25,A,2007/7/22
AZ,9.8,B,2007/8/30
MT,0.25,A,2007/7/15
NM,0.25,A,2007/5/14
OR,0.25,A,2007/8/31
ID,0.25,A,2007/8/11
KY,0.25,A,2007/8/3
NM,0.25,A,2007/7/19
ID,0.25,A,2007/7/17
NM,0.25,A,2007/6/4
NM,0.25,A,2007/8/28
AZ,0.25,A,2007/7/23
ID,0.25,A,2007/7/18
NV,0.25,A,2007/8/30
SD,0.25,A,2007/9/4
NM,0.25,A,2007/6/22
NM,0.25,A,2007/6/27
OR,0.25,A,2007/8/15
AZ,0.25,A,2007/9/1
OR,0.25,A,2007/7/6
MN,0.25,A,2007/8/12
MN,0.25,A,2007/9/5
MN,0.25,A,2007/7/10
CA,0.25,A,2007/5/7
NM,0.25,A,2007/7/24
OR,0.25,A,2007/8/18
NM,0.25,A,2007/8/30
CO,0.25,A,2007/9/11
AZ,0.25,A,2007/7/17
MN,0.25,A,2007/9/5
AZ,0.25,A,2007/7/21
CA,0.25,A,2007/4/14
OR,0.25,A,2007/8/27
OR,0.25,A,2007/7/13
CA,0.25,A,2007/9/19
UT,0.25,A,2007/7/24
OR,0.25,A,2007/7/6
AZ,0.25,A,2007/7/15
OR,0.25,A,2007/8/31
ID,0.25,A,2007/7/14
MT,0.25,A,2007/8/7
AZ,0.25,A,2007/7/15
NV,0.25,A,2007/9/11
CA,0.25,A,2007/8/30
CA,0.25,A,2007/7/7
CA,0.25,A,2007/8/26
OR,0.25,A,2007/8/29
WY,0.25,A,2007/8/14
WY,0.25,A,2007/9/15
CA,0.25,A,2007/5/20
CA,0.25,A,2007/9/29
MT,0.25,A,2007/9/10
WA,0.25,A,2007/7/17
OR,0.25,A,2007/7/12
WA,0.25,A,2007/7/16
MT,0.25,A,2007/7/15
ID,0.25,A,2007/9/16
CA,0.25,A,2007/9/5
ID,0.25,A,2007/7/13
CA,0.25,A,2007/9/20
CA,0.25,A,2007/8/29
MT,0.25,A,2007/7/7
MT,0.25,A,2007/5/18
ID,0.25,A,2007/6/14
CA,0.25,A,2007/6/14
CA,0.25,A,2007/9/1
UT,0.25,A,2007/8/20
CA,0.25,A,2007/9/13
WA,0.25,A,2007/7/7
WA,0.25,A,2007/8/7
ID,0.25,A,2007/7/18
WY,0.25,A,2007/7/1
ID,0.25,A,2007/7/18
ID,0.25,A,2007/7/31
MT,0.25,A,2007/8/18
ID,0.25,A,2007/7/18
WY,0.25,A,2007/7/9
CA,0.25,A,2007/9/2
AZ,0.25,A,2007/8/31
ID,0.25,A,2007/7/18
CA,0.25,A,2007/7/11
MT,0.25,A,2007/9/5
MT,0.25,A,2007/7/16
MT,0.25,A,2007/7/9
CA,0.25,A,2007/9/29
OR,9.9,B,2007/8/16
CA,0.25,A,2007/8/20
CA,0.25,A,2007/8/29
CA,0.25,A,2007/8/29
CA,0.25,A,2007/8/29
CA,0.25,A,2007/8/30
CA,0.25,A,2007/7/15
ID,0.25,A,2007/9/10
CA,0.25,A,2007/8/28
WY,0.25,A,2007/7/17
WA,0.25,A,2007/7/17
KY,0.25,A,2007/10/1
NM,0.25,A,2007/7/25
CA,0.25,A,2007/9/22
CA,0.25,A,2007/9/23
CA,0.25,A,2007/9/25
OR,0.25,A,2007/7/11
CA,0.25,A,2007/9/26
UT,0.25,A,2007/9/2
CA,0.25,A,2007/9/28
ID,0.25,A,2007/9/18
UT,0.25,A,2007/7/23
UT,0.25,A,2007/7/16
AZ,0.25,A,2007/9/21
AZ,0.25,A,2007/9/30
MT,0.25,A,2007/8/16
ID,0.25,A,2007/7/20
NV,0.25,A,2007/6/1
CO,0.25,A,2007/9/13
ID,0.25,A,2007/7/22
MT,0.25,A,2007/8/23
WA,0.25,A,2007/7/14
CA,0.25,A,2007/9/29
WY,0.25,A,2007/10/9
WA,0.25,A,2007/10/3
CA,0.25,A,2007/9/28
WA,0.25,A,2007/7/13
WA,0.25,A,2007/9/1
UT,0.25,A,2007/9/2
CA,0.25,A,2007/5/31
WA,0.25,A,2007/7/1
CA,0.25,A,2007/7/10
WA,0.25,A,2007/8/8
WA,0.25,A,2007/7/8
WA,0.25,A,2007/7/14
WY,0.25,A,2007/8/25
WA,0.25,A,2007/9/2
WY,0.25,A,2007/9/15
CA,0.25,A,2007/10/4
ID,0.25,A,2007/8/6
WA,0.25,A,2007/8/6
MT,0.25,A,2007/6/19
CA,0.25,A,2007/8/19
CA,0.25,A,2007/8/29
OR,0.25,A,2007/9/9
CA,0.25,A,2007/8/28
CA,0.25,A,2007/8/2
CA,0.25,A,2007/7/26
CA,0.25,A,2007/7/11
