STATE,FIRE_SIZE,FIRE_SIZE_CLASS,DISCOVERY_DATE
PR,0.25,A,2011/11/17
PR,0.25,A,2011/12/2
PR,0.25,A,2011/12/3
PR,0.25,A,2011/12/6
PR,0.25,A,2011/12/17
PR,0.25,A,2011/12/19
PR,0.25,A,2011/12/21
PR,0.25,A,2011/12/26
PR,0.25,A,2011/12/31
ID,0.25,A,2014/8/2
ID,0.25,A,2014/8/3
ID,0.25,A,2014/8/3
ID,0.25,A,2014/8/1
ID,0.25,A,2014/7/28
ID,0.25,A,2014/8/1
ID,0.25,A,2014/8/21
ID,0.25,A,2014/7/21
ID,0.25,A,2014/8/9
ID,0.25,A,2014/8/4
ID,0.25,A,2014/8/3
ID,0.25,A,2014/8/1
ID,0.25,A,2014/8/14
ID,0.25,A,2014/8/27
ID,0.25,A,2014/8/29
ID,0.25,A,2014/8/6
ID,0.25,A,2014/8/2
ID,0.25,A,2014/7/27
ID,0.25,A,2014/8/3
ID,0.25,A,2014/8/20
ID,0.25,A,2014/8/13
AZ,0.25,A,2014/3/21
NM,0.25,A,2014/7/13
UT,0.25,A,2014/8/16
UT,0.25,A,2014/7/23
UT,0.25,A,2014/7/27
UT,0.25,A,2014/5/10
ID,0.25,A,2014/8/11
ID,0.25,A,2014/8/8
ID,0.25,A,2014/8/11
ID,0.25,A,2014/8/1
CA,0.25,A,2014/8/17
OR,0.25,A,2014/7/29
OR,0.25,A,2014/6/1
OR,0.25,A,2014/6/3
OR,0.25,A,2014/7/29
OR,0.25,A,2014/7/3
OR,0.25,A,2014/6/3
OR,0.25,A,2014/10/2
OR,0.25,A,2014/7/22
OR,0.25,A,2014/8/11
MT,0.25,A,2014/7/5
MT,0.25,A,2014/7/26
MT,0.25,A,2014/7/27
MT,0.25,A,2014/7/6
MT,0.25,A,2014/4/7
MT,0.25,A,2014/7/14
AZ,0.25,A,2014/6/17
AZ,0.25,A,2014/11/26
AZ,0.25,A,2014/2/11
NM,0.25,A,2014/5/18
AZ,0.25,A,2014/5/3
ID,0.25,A,2014/8/11
CA,0.25,A,2014/3/30
CA,0.25,A,2014/7/14
CA,0.25,A,2014/1/3
CA,0.25,A,2014/1/6
CA,0.25,A,2014/7/18
CA,0.25,A,2014/3/12
CA,0.25,A,2014/3/18
CA,0.25,A,2014/8/17
CA,0.25,A,2014/9/17
CA,0.25,A,2014/9/16
CA,0.25,A,2014/3/12
CA,0.25,A,2014/1/6
CA,0.25,A,2014/1/15
CA,0.25,A,2014/6/4
CA,0.25,A,2014/7/18
CA,0.25,A,2014/8/21
CA,0.25,A,2014/8/23
CA,9.8,B,2014/10/12
CA,0.25,A,2014/7/22
CA,0.25,A,2014/4/19
CA,0.25,A,2014/6/19
CA,0.25,A,2014/5/3
CA,0.25,A,2014/10/13
NV,0.25,A,2014/6/29
NV,0.25,A,2014/6/29
OR,0.25,A,2014/8/1
OR,0.25,A,2014/7/23
WA,0.25,A,2014/4/29
GA,0.25,A,2014/5/3
FL,99,C,2014/6/18
NC,0.25,A,2014/3/15
NC,0.25,A,2014/4/11
NC,0.25,A,2014/11/22
NC,0.25,A,2014/5/27
TX,0.25,A,2014/6/9
TX,0.25,A,2014/11/4
TX,0.25,A,2014/10/26
MI,0.25,A,2014/4/21
MI,0.25,A,2014/4/26
MI,0.25,A,2014/4/21
MI,0.25,A,2014/5/11
IL,0.25,A,2014/11/22
MN,0.25,A,2014/8/16
OH,0.25,A,2014/5/1
OH,0.25,A,2014/3/24
OH,0.25,A,2014/3/15
OH,0.25,A,2014/11/3
MT,0.25,A,2014/7/14
MT,0.25,A,2014/8/18
MT,0.25,A,2014/7/24
MT,0.25,A,2014/8/1
MT,0.25,A,2014/4/1
MT,0.25,A,2014/8/8
MT,0.25,A,2014/7/10
MT,0.25,A,2014/7/30
ID,0.25,A,2014/8/24
ID,0.25,A,2014/8/24
MT,0.25,A,2014/7/30
MT,0.25,A,2014/7/24
MT,0.25,A,2014/8/11
MT,0.25,A,2014/8/3
MT,0.25,A,2014/5/24
MT,0.25,A,2014/8/4
MT,0.25,A,2014/7/26
MT,0.25,A,2014/7/7
MT,0.25,A,2014/8/2
MT,0.25,A,2014/9/26
MT,0.25,A,2014/10/2
ID,0.25,A,2014/7/3
WY,0.25,A,2014/8/1
SD,0.25,A,2014/7/26
WY,0.25,A,2014/7/28
WY,0.25,A,2014/8/1
CO,0.25,A,2014/7/1
CO,0.25,A,2014/6/30
CO,0.25,A,2014/3/26
CO,0.25,A,2014/1/14
CO,0.25,A,2014/7/3
CO,0.25,A,2014/7/5
CO,0.25,A,2014/8/28
AZ,0.25,A,2014/7/8
AZ,0.25,A,2014/7/4
NM,0.25,A,2014/7/3
NM,0.25,A,2014/7/13
NM,0.25,A,2014/7/2
NM,0.25,A,2014/6/14
NM,0.25,A,2014/8/19
NM,0.25,A,2014/7/3
NM,0.25,A,2014/7/6
NM,0.25,A,2014/6/14
NM,0.25,A,2014/8/11
NM,0.25,A,2014/4/24
NM,0.25,A,2014/5/21
AZ,0.25,A,2014/7/13
AZ,0.25,A,2014/8/10
AZ,0.25,A,2014/7/8
AZ,0.25,A,2014/4/13
AZ,0.25,A,2014/4/16
AZ,0.25,A,2014/1/30
NM,0.25,A,2014/6/17
NM,0.25,A,2014/6/17
NM,0.25,A,2014/7/7
NM,0.25,A,2014/9/10
NM,0.25,A,2014/5/24
NM,0.25,A,2014/6/17
NM,0.25,A,2014/2/15
NM,0.25,A,2014/2/28
NM,0.25,A,2014/7/14
NM,0.25,A,2014/6/17
NM,0.25,A,2014/7/13
NM,9.7,B,2014/6/14
AZ,0.25,A,2014/7/4
AZ,0.25,A,2014/7/4
NM,0.25,A,2014/6/14
NM,0.25,A,2014/7/20
AZ,0.25,A,2014/7/7
AZ,0.25,A,2014/12/2
NM,0.25,A,2014/7/3
NM,0.25,A,2014/5/24
NM,0.25,A,2014/7/28
NM,0.25,A,2014/7/12
NM,0.25,A,2014/7/16
NM,0.25,A,2014/6/17
NM,0.25,A,2014/9/18
AZ,98,C,2014/8/11
AZ,0.25,A,2014/6/16
AZ,0.25,A,2014/6/20
AZ,0.25,A,2014/7/13
AZ,0.25,A,2014/7/3
AZ,0.25,A,2014/8/1
AZ,0.25,A,2014/9/6
AZ,0.25,A,2014/3/25
ID,0.25,A,2014/7/10
ID,0.25,A,2014/7/14
ID,0.25,A,2014/7/22
ID,0.25,A,2014/7/14
ID,0.25,A,2014/7/23
ID,0.25,A,2014/7/23
ID,0.25,A,2014/7/30
ID,0.25,A,2014/7/24
ID,0.25,A,2014/7/25
ID,0.25,A,2014/7/23
ID,0.25,A,2014/7/30
ID,0.25,A,2014/7/30
ID,0.25,A,2014/8/3
ID,0.25,A,2014/8/6
ID,0.25,A,2014/8/4
ID,0.25,A,2014/8/7
ID,0.25,A,2014/8/6
ID,0.25,A,2014/8/9
ID,0.25,A,2014/8/11
ID,0.25,A,2014/8/12
ID,0.25,A,2014/7/30
ID,0.25,A,2014/7/14
ID,0.25,A,2014/7/31
UT,0.25,A,2014/7/2
UT,0.25,A,2014/7/5
UT,0.25,A,2014/7/2
UT,0.25,A,2014/7/2
UT,0.25,A,2014/8/10
UT,0.25,A,2014/7/17
UT,0.25,A,2014/7/24
UT,0.25,A,2014/8/19
UT,0.25,A,2014/7/30
ID,0.25,A,2014/8/24
ID,0.25,A,2014/8/11
ID,0.25,A,2014/8/2
ID,0.25,A,2014/7/14
ID,0.25,A,2014/8/21
ID,0.25,A,2014/7/30
ID,0.25,A,2014/6/21
ID,0.25,A,2014/8/4
ID,0.25,A,2014/8/9
CA,0.25,A,2014/8/16
CA,0.25,A,2014/7/30
CA,0.25,A,2014/7/27
NV,0.25,A,2014/7/20
CA,0.25,A,2014/6/16
CA,0.25,A,2014/7/28
UT,0.25,A,2014/6/3
UT,0.25,A,2014/10/25
CA,0.25,A,2014/10/5
CA,0.25,A,2014/5/17
CA,0.25,A,2014/8/14
CA,0.25,A,2014/7/4
CA,0.25,A,2014/5/14
CA,0.25,A,2014/7/14
CA,0.25,A,2014/7/14
CA,0.25,A,2014/7/30
CA,0.25,A,2014/7/30
CA,0.25,A,2014/7/31
CA,0.25,A,2014/7/28
CA,0.25,A,2014/5/29
CA,0.25,A,2014/7/30
CA,0.25,A,2014/7/10
CA,0.25,A,2014/6/20
CA,0.25,A,2014/8/8
CA,0.25,A,2014/6/23
CA,0.25,A,2014/5/11
CA,0.25,A,2014/5/25
CA,0.25,A,2014/7/20
CA,0.25,A,2014/2/11
CA,0.25,A,2014/7/28
CA,0.25,A,2014/8/14
CA,0.25,A,2014/8/16
CA,0.25,A,2014/9/27
CA,0.25,A,2014/7/20
CA,0.25,A,2014/8/10
CA,0.25,A,2014/8/11
CA,0.25,A,2014/7/17
CA,0.25,A,2014/7/3
CA,0.25,A,2014/7/9
CA,0.25,A,2014/7/9
CA,0.25,A,2014/7/1
CA,0.25,A,2014/7/20
CA,0.25,A,2014/8/1
CA,0.25,A,2014/6/3
CA,0.25,A,2014/7/1
CA,0.25,A,2014/7/29
CA,0.25,A,2014/7/17
CA,0.25,A,2014/7/8
CA,0.25,A,2014/9/17
CA,0.25,A,2014/7/10
CA,0.25,A,2014/7/2
CA,0.25,A,2014/2/24
CA,0.25,A,2014/4/20
CA,0.25,A,2014/3/16
CA,9.9,B,2014/6/14
CA,0.25,A,2014/7/27
CA,0.25,A,2014/7/31
CA,0.25,A,2014/9/23
CA,0.25,A,2014/6/11
CA,0.25,A,2014/7/23
CA,0.25,A,2014/7/29
CA,0.25,A,2014/6/29
CA,0.25,A,2014/6/11
CA,0.25,A,2014/7/23
CA,0.25,A,2014/6/25
CA,0.25,A,2014/10/5
CA,0.25,A,2014/6/11
CA,0.25,A,2014/2/24
CA,0.25,A,2014/6/9
CA,0.25,A,2014/8/7
CA,0.25,A,2014/9/21
CA,0.25,A,2014/8/30
CA,0.25,A,2014/7/18
CA,0.25,A,2014/9/21
CA,0.25,A,2014/6/28
CA,0.25,A,2014/7/5
CA,0.25,A,2014/7/15
CA,0.25,A,2014/7/20
CA,0.25,A,2014/6/16
CA,0.25,A,2014/7/23
CA,0.25,A,2014/6/11
CA,0.25,A,2014/5/26
CA,0.25,A,2014/6/7
CA,0.25,A,2014/6/19
OR,0.25,A,2014/8/1
OR,0.25,A,2014/8/2
OR,0.25,A,2014/8/10
OR,0.25,A,2014/8/12
OR,0.25,A,2014/8/21
OR,0.25,A,2014/7/17
OR,0.25,A,2014/8/5
OR,0.25,A,2014/8/1
OR,0.25,A,2014/8/7
OR,0.25,A,2014/8/5
OR,0.25,A,2014/10/12
OR,0.25,A,2014/7/3
OR,0.25,A,2014/7/31
OR,0.25,A,2014/6/23
OR,0.25,A,2014/7/3
OR,0.25,A,2014/7/2
OR,0.25,A,2014/7/10
OR,0.25,A,2014/7/29
OR,0.25,A,2014/7/31
OR,0.25,A,2014/8/6
OR,0.25,A,2014/8/6
OR,0.25,A,2014/6/4
OR,0.25,A,2014/8/1
OR,0.25,A,2014/8/26
OR,0.25,A,2014/7/30
OR,0.25,A,2014/9/24
OR,0.25,A,2014/7/14
OR,0.25,A,2014/7/13
OR,0.25,A,2014/7/14
OR,0.25,A,2014/7/13
OR,0.25,A,2014/6/7
OR,0.25,A,2014/7/22
OR,0.25,A,2014/7/14
OR,0.25,A,2014/7/13
OR,0.25,A,2014/7/6
WA,0.25,A,2014/8/5
WA,0.25,A,2014/7/13
WA,0.25,A,2014/8/13
OR,0.25,A,2014/7/29
OR,0.25,A,2014/8/11
OR,0.25,A,2014/8/11
OR,0.25,A,2014/7/30
OR,0.25,A,2014/7/28
OR,0.25,A,2014/7/29
OR,0.25,A,2014/8/4
OR,0.25,A,2014/7/30
OR,0.25,A,2014/8/2
OR,0.25,A,2014/8/7
OR,0.25,A,2014/7/31
OR,0.25,A,2014/9/6
OR,0.25,A,2014/8/10
OR,0.25,A,2014/8/17
OR,0.25,A,2014/9/5
OR,0.25,A,2014/8/13
OR,0.25,A,2014/8/9
OR,0.25,A,2014/8/14
OR,0.25,A,2014/8/1
OR,0.25,A,2014/8/19
OR,0.25,A,2014/3/18
OR,0.25,A,2014/7/28
WA,0.25,A,2014/7/26
OR,0.25,A,2014/7/27
OR,0.25,A,2014/7/25
OR,0.25,A,2014/9/24
OR,0.25,A,2014/9/26
OR,0.25,A,2014/8/4
OR,0.25,A,2014/8/1
OR,0.25,A,2014/7/13
OR,0.25,A,2014/7/13
OR,0.25,A,2014/7/14
OR,0.25,A,2014/8/1
OR,0.25,A,2014/8/16
OR,0.25,A,2014/8/10
OR,0.25,A,2014/7/28
OR,0.25,A,2014/8/12
OR,0.25,A,2014/7/11
OR,0.25,A,2014/9/5
OR,0.25,A,2014/8/10
OR,0.25,A,2014/9/19
OR,0.25,A,2014/4/12
OR,0.25,A,2014/7/23
OR,0.25,A,2014/8/1
OR,0.25,A,2014/7/23
OR,0.25,A,2014/8/2
OR,0.25,A,2014/10/2
WA,0.25,A,2014/7/17
WA,0.25,A,2014/8/14
WA,0.25,A,2014/9/22
WA,0.25,A,2014/7/14
WA,0.25,A,2014/7/25
WA,0.25,A,2014/8/12
WA,0.25,A,2014/5/28
WA,0.25,A,2014/8/1
WA,0.25,A,2014/7/15
WA,0.25,A,2014/8/13
WA,0.25,A,2014/7/15
WA,0.25,A,2014/8/26
WA,0.25,A,2014/7/14
WA,0.25,A,2014/8/12
WA,4958,F,2014/8/2
WA,0.25,A,2014/8/20
OR,0.25,A,2014/7/31
OR,0.25,A,2014/7/13
OR,0.25,A,2014/7/14
OR,0.25,A,2014/7/13
OR,0.25,A,2014/7/13
OR,0.25,A,2014/7/15
OR,0.25,A,2014/8/2
OR,0.25,A,2014/7/13
OR,0.25,A,2014/7/13
OR,0.25,A,2014/7/16
OR,0.25,A,2014/7/23
OR,0.25,A,2014/7/23
OR,0.25,A,2014/7/31
OR,0.25,A,2014/8/2
OR,0.25,A,2014/8/2
OR,0.25,A,2014/8/25
OR,0.25,A,2014/7/18
OR,0.25,A,2014/8/13
OR,0.25,A,2014/8/15
OR,0.25,A,2014/8/12
OR,0.25,A,2014/8/12
OR,0.25,A,2014/7/12
OR,0.25,A,2014/8/2
OR,0.25,A,2014/7/12
OR,0.25,A,2014/7/2
OR,0.25,A,2014/7/15
OR,0.25,A,2014/7/26
OR,0.25,A,2014/7/13
OR,0.25,A,2014/7/31
OR,0.25,A,2014/8/13
OR,0.25,A,2014/8/5
WA,0.25,A,2014/8/2
WA,0.25,A,2014/7/25
WA,0.25,A,2014/7/24
WA,0.25,A,2014/7/14
WA,0.25,A,2014/8/13
WA,0.25,A,2014/8/3
WA,0.25,A,2014/8/5
WA,0.25,A,2014/7/25
WA,0.25,A,2014/7/27
KY,0.25,A,2014/4/7
KY,0.25,A,2014/3/21
GA,0.25,A,2014/4/2
GA,0.25,A,2014/3/24
TN,0.25,A,2014/2/28
TN,0.25,A,2014/3/22
TN,0.25,A,2014/3/11
FL,0.25,A,2014/4/27
VA,0.25,A,2014/4/26
OK,0.25,A,2014/3/31
NC,0.25,A,2014/3/21
NC,0.25,A,2014/10/26
NC,0.25,A,2014/2/1
NC,0.25,A,2014/3/11
MI,0.25,A,2014/9/9
MI,0.25,A,2014/8/1
MO,0.25,A,2014/9/29
MO,0.25,A,2014/11/9
MO,0.25,A,2014/11/9
MN,0.25,A,2014/8/8
PR,9.8,B,2014/1/23
OK,299,D,2014/12/1
OK,9.9,B,2014/1/24
OR,280141,G,2014/7/14
TX,98,C,2014/1/8
NY,0.25,A,2014/4/20
NM,0.25,A,2014/5/23
CA,0.25,A,2014/6/2
NJ,0.25,A,2014/6/4
WA,0.25,A,2014/6/13
NM,0.25,A,2014/6/13
GA,0.25,A,2014/6/22
NY,0.25,A,2014/4/20
AZ,0.25,A,2014/7/1
WA,0.25,A,2014/6/12
OR,0.25,A,2014/7/2
AZ,0.25,A,2014/7/2
OR,0.25,A,2014/7/2
AZ,0.25,A,2014/7/3
NJ,0.25,A,2014/7/3
CA,0.25,A,2014/7/9
OR,0.25,A,2014/7/13
NM,0.25,A,2014/7/14
OR,0.25,A,2014/7/14
UT,0.25,A,2014/7/2
NJ,0.25,A,2014/7/14
NJ,0.25,A,2014/7/15
WA,0.25,A,2014/7/14
OR,0.25,A,2014/7/21
CA,0.25,A,2014/7/22
CA,0.25,A,2014/7/23
UT,0.25,A,2014/7/23
OR,0.25,A,2014/7/23
MT,0.25,A,2014/7/23
AZ,0.25,A,2014/7/27
CA,0.25,A,2014/7/29
WA,0.25,A,2014/7/24
WA,0.25,A,2014/7/23
OR,0.25,A,2014/7/30
OR,0.25,A,2014/7/31
MT,0.25,A,2014/7/31
CA,0.25,A,2014/7/31
OR,0.25,A,2014/8/1
ID,0.25,A,2014/8/2
MT,0.25,A,2014/8/2
OR,0.25,A,2014/8/1
ID,0.25,A,2014/8/2
ID,0.25,A,2014/8/2
OR,0.25,A,2014/8/2
UT,0.25,A,2014/7/25
NM,0.25,A,2014/8/4
OR,0.25,A,2014/7/30
UT,0.25,A,2014/8/6
UT,0.25,A,2014/8/6
CA,0.25,A,2014/8/11
OR,0.25,A,2014/8/11
OR,0.25,A,2014/8/11
OR,0.25,A,2014/8/11
AL,0.25,A,2014/8/12
ID,0.25,A,2014/8/12
ID,0.25,A,2014/8/12
ID,0.25,A,2014/8/12
ID,0.25,A,2014/8/12
ID,0.25,A,2014/8/12
OR,0.25,A,2014/8/13
ID,0.25,A,2014/8/12
MT,0.25,A,2014/8/13
ID,0.25,A,2014/8/15
ID,0.25,A,2014/8/15
OR,0.25,A,2014/8/16
MT,0.25,A,2014/8/16
WA,0.25,A,2014/8/13
OR,0.25,A,2014/8/15
OR,0.25,A,2014/8/17
OR,0.25,A,2014/8/17
OR,0.25,A,2014/8/17
CA,0.25,A,2014/8/19
WA,0.25,A,2014/8/15
ID,0.25,A,2014/8/22
ID,0.25,A,2014/8/22
ID,0.25,A,2014/8/22
ID,0.25,A,2014/8/21
ID,0.25,A,2014/8/22
WA,0.25,A,2014/8/20
WA,0.25,A,2014/8/22
WA,0.25,A,2014/8/22
ID,0.25,A,2014/8/22
OR,0.25,A,2014/9/11
NY,0.25,A,2014/9/23
OR,0.25,A,2014/9/24
NJ,0.25,A,2014/10/21
NY,0.25,A,2014/4/6
LA,0.25,A,2014/10/3
LA,0.25,A,2014/7/14
SD,0.25,A,2014/4/18
TX,0.25,A,2014/9/11
TX,0.25,A,2014/9/6
TX,0.25,A,2014/5/22
TX,0.25,A,2014/7/22
TX,0.25,A,2014/8/11
TX,0.25,A,2014/10/2
TX,0.25,A,2014/7/23
TX,0.25,A,2014/9/8
TX,0.25,A,2014/8/19
TX,0.25,A,2014/6/13
NE,0.25,A,2014/1/31
NM,0.25,A,2014/2/19
WV,98,C,2014/5/8
WI,0.25,A,2014/5/23
NM,0.25,A,2014/6/26
UT,0.25,A,2014/7/3
AL,0.25,A,2014/7/3
WA,0.25,A,2014/7/3
MT,0.25,A,2014/7/5
WA,0.25,A,2014/7/4
UT,0.25,A,2014/7/15
UT,0.25,A,2014/7/28
OR,0.25,A,2014/9/11
SD,0.25,A,2014/4/22
UT,0.25,A,2014/7/5
UT,0.25,A,2014/7/5
AL,0.25,A,2014/2/23
AL,0.25,A,2014/3/25
RI,0.25,A,2014/3/26
NM,0.25,A,2014/4/1
MN,0.25,A,2014/5/24
UT,0.25,A,2014/6/14
WA,0.25,A,2014/7/31
OR,0.25,A,2014/8/11
WA,0.25,A,2014/8/5
OR,0.25,A,2014/9/11
OR,0.25,A,2014/9/11
OR,0.25,A,2014/9/14
AL,0.25,A,2014/9/24
MI,9.8,B,2014/10/25
AL,0.25,A,2014/10/27
LA,0.25,A,2014/10/28
LA,0.25,A,2014/11/12
LA,0.25,A,2014/7/2
LA,0.25,A,2014/4/3
TX,0.25,A,2014/5/6
TX,0.25,A,2014/1/5
TX,0.25,A,2014/6/10
TX,0.25,A,2014/6/14
TX,0.25,A,2014/1/12
TX,0.25,A,2014/1/12
TX,0.25,A,2014/8/6
TX,0.25,A,2014/5/26
TX,0.25,A,2014/8/9
TX,0.25,A,2014/8/18
TX,0.25,A,2014/10/2
TX,0.25,A,2014/3/21
TX,0.25,A,2014/3/31
TX,0.25,A,2014/1/11
TX,0.25,A,2014/10/21
NH,0.25,A,2014/5/16
TX,0.25,A,2014/6/19
TX,0.25,A,2014/11/1
TX,0.25,A,2014/7/27
TX,0.25,A,2014/1/25
TX,0.25,A,2014/2/14
NH,0.25,A,2014/4/24
TX,0.25,A,2014/7/2
TX,0.25,A,2014/7/3
TX,0.25,A,2014/1/20
TX,0.25,A,2014/4/8
TX,0.25,A,2014/8/21
TX,0.25,A,2014/1/31
TX,0.25,A,2014/9/29
TX,0.25,A,2014/11/11
TX,0.25,A,2014/1/14
TX,0.25,A,2014/5/4
TX,0.25,A,2014/10/3
TX,0.25,A,2014/1/15
TX,0.25,A,2014/9/1
TX,0.25,A,2014/8/20
VA,992,E,2014/4/12
TX,0.25,A,2014/2/13
TX,0.25,A,2014/10/27
TX,0.25,A,2014/1/18
TX,0.25,A,2014/4/8
TX,0.25,A,2014/1/27
TX,0.25,A,2014/1/6
AL,0.25,A,2014/1/27
WI,0.25,A,2014/5/10
NM,0.25,A,2014/6/14
AL,0.25,A,2014/8/5
WA,0.25,A,2014/9/8
MT,0.25,A,2014/9/22
AL,0.25,A,2014/11/12
AL,0.25,A,2014/12/11
AL,0.25,A,2014/12/14
LA,0.25,A,2014/5/26
LA,0.25,A,2014/3/5
LA,0.25,A,2014/3/29
NJ,0.25,A,2014/1/17
NM,0.25,A,2014/2/21
PA,0.25,A,2014/2/28
NJ,0.25,A,2014/3/1
NV,0.25,A,2014/3/9
NE,0.25,A,2014/3/10
IL,0.25,A,2014/3/15
NJ,0.25,A,2014/3/14
NJ,0.25,A,2014/3/22
NJ,0.25,A,2014/3/22
NJ,0.25,A,2014/3/22
NJ,0.25,A,2014/3/22
NJ,0.25,A,2014/3/26
NE,0.25,A,2014/3/26
NJ,0.25,A,2014/3/27
NJ,0.25,A,2014/3/26
NJ,0.25,A,2014/3/26
NJ,0.25,A,2014/3/27
PA,0.25,A,2014/4/1
NJ,0.25,A,2014/3/28
PA,0.25,A,2014/4/10
NM,0.25,A,2014/4/13
PA,0.25,A,2014/4/13
NJ,0.25,A,2014/4/14
NJ,0.25,A,2014/4/13
NJ,0.25,A,2014/4/13
NJ,0.25,A,2014/4/13
NJ,0.25,A,2014/4/14
NJ,0.25,A,2014/4/9
NJ,0.25,A,2014/4/11
NJ,0.25,A,2014/4/10
PA,0.25,A,2014/4/19
WI,0.25,A,2014/4/19
NJ,0.25,A,2014/4/13
CA,0.25,A,2014/4/21
NJ,0.25,A,2014/4/21
NJ,0.25,A,2014/4/19
NJ,0.25,A,2014/4/19
NJ,0.25,A,2014/4/19
NJ,0.25,A,2014/4/19
NJ,0.25,A,2014/4/19
NJ,0.25,A,2014/4/19
NJ,0.25,A,2014/4/19
NJ,0.25,A,2014/4/21
NJ,0.25,A,2014/4/14
NM,0.25,A,2014/4/24
NJ,0.25,A,2014/4/17
PA,0.25,A,2014/4/26
NJ,0.25,A,2014/4/11
NJ,0.25,A,2014/4/23
NM,9.95,B,2014/4/26
ME,0.25,A,2014/4/29
NJ,0.25,A,2014/4/25
NJ,0.25,A,2014/4/24
NJ,0.25,A,2014/4/24
NM,0.25,A,2014/4/29
NJ,0.25,A,2014/4/25
NJ,0.25,A,2014/4/23
NJ,0.25,A,2014/4/27
NJ,0.25,A,2014/4/28
NJ,0.25,A,2014/4/28
NJ,0.25,A,2014/4/28
WI,0.25,A,2014/5/6
NJ,0.25,A,2014/5/6
NJ,0.25,A,2014/5/6
NJ,0.25,A,2014/5/7
PA,0.25,A,2014/5/7
ME,0.25,A,2014/5/7
NJ,0.25,A,2014/5/5
NJ,0.25,A,2014/5/5
NJ,0.25,A,2014/5/5
NJ,0.25,A,2014/5/7
NJ,0.25,A,2014/5/3
NJ,0.25,A,2014/5/9
NJ,0.25,A,2014/5/6
NJ,0.25,A,2014/5/7
NJ,0.25,A,2014/5/13
NJ,0.25,A,2014/5/13
NJ,0.25,A,2014/5/13
NJ,0.25,A,2014/5/12
MN,0.25,A,2014/5/16
CA,0.25,A,2014/5/17
MN,0.25,A,2014/5/18
CA,0.25,A,2014/5/18
CA,0.25,A,2014/5/24
MN,0.25,A,2014/5/25
FL,9.8,B,2014/5/25
UT,0.25,A,2014/5/16
CA,0.25,A,2014/5/27
NJ,0.25,A,2014/5/19
CA,0.25,A,2014/5/28
CA,0.25,A,2014/5/30
CA,0.25,A,2014/5/31
CA,0.25,A,2014/5/31
NJ,0.25,A,2014/5/6
CA,0.25,A,2014/6/9
NJ,0.25,A,2014/6/8
CA,0.25,A,2014/6/13
UT,0.25,A,2014/6/15
NJ,0.25,A,2014/6/21
NJ,0.25,A,2014/6/21
NJ,0.25,A,2014/6/18
CA,0.25,A,2014/6/29
UT,0.25,A,2014/6/30
NJ,0.25,A,2014/5/20
OR,0.25,A,2014/7/6
NJ,0.25,A,2014/7/1
TX,0.25,A,2014/7/7
NJ,0.25,A,2014/6/27
CA,0.25,A,2014/7/8
NJ,0.25,A,2014/7/7
NJ,0.25,A,2014/6/29
CA,0.25,A,2014/7/12
CA,0.25,A,2014/7/13
NJ,0.25,A,2014/7/11
OR,0.25,A,2014/7/14
CA,0.25,A,2014/7/15
UT,0.25,A,2014/7/16
NJ,0.25,A,2014/7/23
CA,0.25,A,2014/7/25
ID,0.25,A,2014/8/4
NJ,0.25,A,2014/7/31
CA,0.25,A,2014/8/11
NJ,0.25,A,2014/7/30
NJ,0.25,A,2014/8/11
OR,0.25,A,2014/8/13
NJ,0.25,A,2014/8/12
NJ,0.25,A,2014/8/10
NJ,0.25,A,2014/8/16
OR,0.25,A,2014/8/18
NJ,0.25,A,2014/8/20
NJ,0.25,A,2014/8/20
CA,0.25,A,2014/8/25
ID,0.25,A,2014/8/28
NJ,0.25,A,2014/8/27
NJ,0.25,A,2014/8/27
CA,0.25,A,2014/8/29
NJ,0.25,A,2014/8/18
CA,0.25,A,2014/9/3
OR,0.25,A,2014/9/4
ID,0.25,A,2014/9/5
WI,0.25,A,2014/9/9
NJ,0.25,A,2014/9/15
NJ,0.25,A,2014/9/15
NJ,0.25,A,2014/10/3
CA,0.25,A,2014/10/9
NJ,0.25,A,2014/10/10
AZ,0.25,A,2014/10/22
AL,0.25,A,2014/10/24
NJ,0.25,A,2014/10/26
NJ,0.25,A,2014/10/28
NJ,0.25,A,2014/10/17
NJ,0.25,A,2014/11/2
IL,0.25,A,2014/11/2
NJ,0.25,A,2014/11/2
NJ,0.25,A,2014/11/2
NJ,0.25,A,2014/11/4
NJ,0.25,A,2014/11/4
NJ,0.25,A,2014/11/4
NJ,0.25,A,2014/11/13
NJ,0.25,A,2014/11/12
NJ,0.25,A,2014/11/15
AL,0.25,A,2014/11/21
NJ,0.25,A,2014/11/21
NJ,0.25,A,2014/11/23
NJ,0.25,A,2014/11/25
NJ,0.25,A,2014/11/23
AL,0.25,A,2014/12/10
AL,0.25,A,2014/12/15
NJ,0.25,A,2014/11/22
LA,0.25,A,2014/10/30
TX,0.25,A,2014/10/5
TX,0.25,A,2014/6/30
TX,0.25,A,2014/3/17
TX,0.25,A,2014/5/24
TX,0.25,A,2014/7/7
TX,0.25,A,2014/10/23
TX,0.25,A,2014/7/21
TX,0.25,A,2014/9/6
TX,0.25,A,2014/8/4
TX,0.25,A,2014/7/20
VT,0.25,A,2014/5/12
TX,0.25,A,2014/10/19
TX,0.25,A,2014/3/12
TX,0.25,A,2014/5/7
TX,0.25,A,2014/5/27
IA,0.25,A,2014/4/9
TX,0.25,A,2014/5/5
TX,0.25,A,2014/1/2
